team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Odisha,Ariday Cabrera Suárez,981.0,14.0,43.0,48.0,1.28,3.94,4.4,9.620000000000001,Ball Carrier
NorthEast United,Deshorn Brown,853.0,10.0,36.0,45.0,1.06,3.8,4.75,9.61,Ball Carrier
Lille,Renato Júnior Luz Sanches,94.0,7.0,1.0,2.0,6.7,0.96,1.91,9.57,Progressive Passer
Lyon,Lucas Tolentino Coelho de Lima,85.0,4.0,5.0,0.0,4.24,5.29,0.0,9.530000000000001,Complete Progressor
NorthEast United,Marco Sahanek,502.0,14.0,18.0,21.0,2.51,3.23,3.76,9.5,Ball Carrier
Paris Saint-Germain,Warren Zaire Emery,740.0,20.0,22.0,36.0,2.43,2.68,4.38,9.49,Progression Outlet
AC Ajaccio,Riad Nouri,57.0,1.0,2.0,3.0,1.58,3.16,4.74,9.48,Ball Carrier
FC Heidenheim,Adrian Beck,76.0,3.0,1.0,4.0,3.55,1.18,4.74,9.469999999999999,Progressive Passer
NorthEast United,Imran Khan,1213.0,40.0,37.0,50.0,2.97,2.75,3.71,9.43,Supporting Progressor
Odisha,Isak Vanlalruatfela,153.0,6.0,5.0,5.0,3.53,2.94,2.94,9.41,Progressive Passer
Bordeaux,Alberth Josué Elis Martínez,67.0,0.0,3.0,4.0,0.0,4.03,5.37,9.4,Ball Carrier
Chennaiyin,Vladimir Koman Jr.,1341.0,81.0,32.0,26.0,5.44,2.15,1.74,9.33,Progressive Passer
Marseille,Valentin Rongier,329.0,13.0,8.0,13.0,3.56,2.19,3.56,9.31,Progressive Passer
Lens,Deiver Andrés Machado Mena,87.0,1.0,3.0,5.0,1.03,3.1,5.17,9.3,Ball Carrier
Kerala Blasters,Álvaro Vázquez García,1850.0,35.0,54.0,102.0,1.7,2.63,4.96,9.29,Progression Outlet
Kerala Blasters,Prasanth Karuthadathkuni,350.0,4.0,15.0,17.0,1.03,3.86,4.37,9.26,Ball Carrier
Paris Saint-Germain,Carlos Soler Barragán,928.0,32.0,26.0,37.0,3.1,2.52,3.59,9.21,Progressive Passer
Lyon,Malo Gusto,186.0,8.0,6.0,5.0,3.87,2.9,2.42,9.19,Progressive Passer
Goa,Seriton Fernandes,1366.0,36.0,49.0,54.0,2.37,3.23,3.56,9.16,Ball Carrier
Bayer Leverkusen,Exequiel Alejandro Palacios,1863.0,119.0,26.0,44.0,5.75,1.26,2.13,9.14,Progressive Passer
Jamshedpur,Nerijus Valskis,474.0,14.0,9.0,25.0,2.66,1.71,4.75,9.120000000000001,Progression Outlet
Wolfsburg,Mattias Svanberg,69.0,1.0,1.0,5.0,1.3,1.3,6.52,9.12,Progression Outlet
Werder Bremen,Nick Woltemade,89.0,1.0,3.0,5.0,1.01,3.03,5.06,9.1,Progression Outlet
ATK Mohun Bagan,Prabir Das,831.0,22.0,25.0,37.0,2.38,2.71,4.01,9.1,Progression Outlet
FC Köln,Max Finkgräfe,119.0,4.0,3.0,5.0,3.03,2.27,3.78,9.08,Progressive Passer
Goa,Leander D''Cunha,436.0,11.0,13.0,20.0,2.27,2.68,4.13,9.08,Progression Outlet
Lorient,Enzo Le Fée,269.0,9.0,7.0,11.0,3.01,2.34,3.68,9.03,Progressive Passer
Kerala Blasters,Adrián Nicolás Luna Retamar,2028.0,79.0,50.0,74.0,3.51,2.22,3.28,9.01,Progressive Passer
Montpellier,Nicholas Gioacchini,30.0,1.0,0.0,2.0,3.0,0.0,6.0,9.0,Progressive Passer
Kerala Blasters,Chencho Gyeltshen,432.0,5.0,18.0,20.0,1.04,3.75,4.17,8.96,Ball Carrier
Werder Bremen,Romano Schmid,171.0,5.0,4.0,8.0,2.63,2.11,4.21,8.95,Progression Outlet
Borussia Mönchengladbach,Maximilian Wöber,91.0,7.0,1.0,1.0,6.92,0.99,0.99,8.9,Progressive Passer
Nantes,Ignatius Kpene Ganago,101.0,2.0,4.0,4.0,1.78,3.56,3.56,8.9,Ball Carrier
VfB Stuttgart,Maximilian Mittelstädt,172.0,6.0,9.0,2.0,3.14,4.71,1.05,8.9,Complete Progressor
Hoffenheim,Umut Tohumcu,71.0,3.0,3.0,1.0,3.8,3.8,1.27,8.87,Complete Progressor
Goa,Muhammed Nemil Valiyattil,379.0,9.0,12.0,16.0,2.14,2.85,3.8,8.79,Supporting Progressor
Bengaluru,Prince Vinny Ibara Doniama,1066.0,19.0,29.0,56.0,1.6,2.45,4.73,8.780000000000001,Progression Outlet
Saint-Étienne,Denis Bouanga,164.0,0.0,7.0,9.0,0.0,3.84,4.94,8.780000000000001,Ball Carrier
Goa,Devendra Dhaku Murgaokar,1037.0,14.0,33.0,54.0,1.22,2.86,4.69,8.77,Progression Outlet
Odisha,Redeem Tlang,309.0,2.0,13.0,15.0,0.58,3.79,4.37,8.74,Ball Carrier
Paris Saint-Germain,Vitor Machado Ferreira,2085.0,83.0,59.0,60.0,3.58,2.55,2.59,8.719999999999999,Progressive Passer
Freiburg,Christian Günter,93.0,4.0,0.0,5.0,3.87,0.0,4.84,8.71,Progressive Passer
Paris Saint-Germain,Xavi Simons,93.0,0.0,4.0,5.0,0.0,3.87,4.84,8.71,Ball Carrier
Hyderabad,Aaren D''Silva,124.0,3.0,6.0,3.0,2.18,4.35,2.18,8.709999999999999,Ball Carrier
Union Berlin,András Schäfer,62.0,0.0,2.0,4.0,0.0,2.9,5.81,8.709999999999999,Progression Outlet
Lille,Yusuf Yazıcı,62.0,2.0,2.0,2.0,2.9,2.9,2.9,8.7,Supporting Progressor
OGC Nice,Kasper Dolberg,156.0,2.0,4.0,9.0,1.15,2.31,5.19,8.65,Progression Outlet
RB Leipzig,Daniel Olmo Carvajal,167.0,4.0,6.0,6.0,2.16,3.23,3.23,8.620000000000001,Ball Carrier
Hyderabad,Rohit Danu,804.0,14.0,25.0,38.0,1.57,2.8,4.25,8.620000000000001,Progression Outlet
Darmstadt 98,Emir Karic,157.0,4.0,5.0,6.0,2.29,2.87,3.44,8.6,Supporting Progressor
ATK Mohun Bagan,Joni Ensio Kauko,1500.0,64.0,41.0,38.0,3.84,2.46,2.28,8.58,Progressive Passer
Augsburg,Ermedin Demirović,168.0,2.0,7.0,7.0,1.07,3.75,3.75,8.57,Ball Carrier
Werder Bremen,Leonardo Bittencourt,147.0,5.0,3.0,6.0,3.06,1.84,3.67,8.57,Progressive Passer
Bengaluru,Leon Augustine Asokan,95.0,0.0,3.0,6.0,0.0,2.84,5.68,8.52,Progression Outlet
Nantes,Fábio Pereira da Silva,74.0,1.0,2.0,4.0,1.22,2.43,4.86,8.510000000000002,Progression Outlet
Hyderabad,Joel Joseph Chianese,1110.0,24.0,32.0,49.0,1.95,2.59,3.97,8.51,Progression Outlet
AS Monaco,Caio Henrique Oliveira Silva,138.0,6.0,5.0,2.0,3.91,3.26,1.3,8.47,Complete Progressor
Stade de Reims,Dion Lopy,117.0,5.0,4.0,2.0,3.85,3.08,1.54,8.469999999999999,Complete Progressor
Bayer Leverkusen,Adam Hložek,479.0,7.0,11.0,27.0,1.32,2.07,5.07,8.46,Progression Outlet
Werder Bremen,Marvin Ducksch,181.0,2.0,7.0,8.0,0.99,3.48,3.98,8.45,Ball Carrier
Darmstadt 98,Tim Skarke,128.0,3.0,2.0,7.0,2.11,1.41,4.92,8.44,Progression Outlet
Jamshedpur,Daniel Chima Chukwu,781.0,7.0,28.0,38.0,0.81,3.23,4.38,8.42,Ball Carrier
Odisha,Francisco Javier Hernández González,1497.0,41.0,50.0,49.0,2.46,3.01,2.95,8.42,Supporting Progressor
Eintracht Frankfurt,Eric Junior Dina Ebimbe,150.0,1.0,6.0,7.0,0.6,3.6,4.2,8.4,Ball Carrier
Wolfsburg,Lovro Majer,86.0,1.0,4.0,3.0,1.05,4.19,3.14,8.38,Ball Carrier
Clermont Foot,Maximiliano Caufriez,86.0,3.0,3.0,2.0,3.14,3.14,2.09,8.370000000000001,Complete Progressor
Lyon,Moussa Dembélé,119.0,3.0,2.0,6.0,2.27,1.51,4.54,8.32,Progression Outlet
Saint-Étienne,Arnaud Nordin,65.0,2.0,2.0,2.0,2.77,2.77,2.77,8.31,Supporting Progressor
Clermont Foot,Jason Berthomier,65.0,2.0,1.0,3.0,2.77,1.38,4.15,8.3,Progression Outlet
Strasbourg,Sanjin Prcić,76.0,6.0,1.0,0.0,7.11,1.18,0.0,8.290000000000001,Progressive Passer
Lille,Angel Gomes,196.0,8.0,5.0,5.0,3.67,2.3,2.3,8.27,Progressive Passer
Freiburg,Ritsu Doan,174.0,2.0,8.0,6.0,1.03,4.14,3.1,8.27,Ball Carrier
Freiburg,Kiliann Sildillia,186.0,2.0,7.0,8.0,0.97,3.39,3.87,8.23,Ball Carrier
Lille,Ismaily Gonçalves dos Santos,88.0,3.0,3.0,2.0,3.07,3.07,2.05,8.19,Complete Progressor
Toulouse,Zakaria Aboukhlal,143.0,1.0,5.0,7.0,0.63,3.15,4.41,8.19,Ball Carrier
ATK Mohun Bagan,Abhishek Dhananjay Suryavanshi,44.0,3.0,0.0,1.0,6.14,0.0,2.05,8.19,Progressive Passer
Marseille,Pol Mikel Lirola Kosok,110.0,0.0,2.0,8.0,0.0,1.64,6.55,8.19,Progression Outlet
Toulouse,Mikkel Desler,121.0,3.0,3.0,5.0,2.23,2.23,3.72,8.18,Supporting Progressor
Hoffenheim,Andrej Kramarić,66.0,1.0,3.0,2.0,1.36,4.09,2.73,8.18,Ball Carrier
Troyes,Marcos Paulo Mesquita Lopes,88.0,1.0,3.0,4.0,1.02,3.07,4.09,8.18,Ball Carrier
FC Heidenheim,Jan-Niklas Beste,155.0,4.0,5.0,5.0,2.32,2.9,2.9,8.12,Supporting Progressor
Mumbai City,Vignesh Dakshinamurthy,599.0,21.0,16.0,17.0,3.16,2.4,2.55,8.11,Progressive Passer
Lille,Mehmet Zeki Çelik,178.0,5.0,6.0,5.0,2.53,3.03,2.53,8.09,Supporting Progressor
Wolfsburg,Jonas Older Wind,123.0,2.0,4.0,5.0,1.46,2.93,3.66,8.05,Supporting Progressor
Bengaluru,Namgyal Bhutia,280.0,8.0,5.0,12.0,2.57,1.61,3.86,8.04,Supporting Progressor
Hoffenheim,Maximilian Beier,157.0,0.0,9.0,5.0,0.0,5.16,2.87,8.030000000000001,Ball Carrier
AS Monaco,Youssouf Fofana,146.0,7.0,4.0,2.0,4.32,2.47,1.23,8.020000000000001,Progressive Passer
AS Monaco,Djibril Sidibé,90.0,3.0,4.0,1.0,3.0,4.0,1.0,8.0,Complete Progressor
Bochum,Danilo Teodoro Soares,45.0,1.0,2.0,1.0,2.0,4.0,2.0,8.0,Ball Carrier
Lens,Seko Fofana,270.0,11.0,9.0,4.0,3.67,3.0,1.33,8.0,Progressive Passer
Bengaluru,Jayesh Dilip Rane,552.0,10.0,17.0,22.0,1.63,2.77,3.59,7.99,Supporting Progressor
Paris Saint-Germain,Mauro Emanuel Icardi Rivero,383.0,5.0,9.0,20.0,1.17,2.11,4.7,7.98,Progression Outlet
Lille,Nanitamo Jonathan Ikoné,79.0,2.0,3.0,2.0,2.28,3.42,2.28,7.979999999999999,Ball Carrier
Odisha,Jerry Mawihmingthanga,1480.0,25.0,44.0,62.0,1.52,2.68,3.77,7.970000000000001,Supporting Progressor
Troyes,Issa Kabore,91.0,2.0,2.0,4.0,1.98,1.98,3.96,7.92,Supporting Progressor
Auxerre,Paul Joly,57.0,1.0,2.0,2.0,1.58,3.16,3.16,7.9,Ball Carrier
Marseille,Ruslan Malinovskiy,80.0,3.0,3.0,1.0,3.38,3.38,1.12,7.88,Complete Progressor
Nantes,Mostafa Mohamed Ahmed Abdallah,103.0,0.0,4.0,5.0,0.0,3.5,4.37,7.87,Ball Carrier
Bayern Munich,Min Jae Kim,183.0,12.0,4.0,0.0,5.9,1.97,0.0,7.87,Progressive Passer
Chennaiyin,Syed Suhail Pasha,206.0,3.0,4.0,11.0,1.31,1.75,4.81,7.869999999999999,Progression Outlet
Union Berlin,Josip Juranović,80.0,5.0,1.0,1.0,5.62,1.12,1.12,7.86,Progressive Passer
Lens,Przemysław Frankowski,264.0,6.0,6.0,11.0,2.05,2.05,3.75,7.85,Supporting Progressor
Hyderabad,Bartholomew Owogbalor Ogbeche,1764.0,41.0,41.0,72.0,2.09,2.09,3.67,7.85,Supporting Progressor
Bengaluru,Sivasakthi Narayanan,69.0,1.0,1.0,4.0,1.3,1.3,5.22,7.82,Progression Outlet
OGC Nice,Melvin Bard,334.0,3.0,9.0,17.0,0.81,2.43,4.58,7.82,Progression Outlet
Paris Saint-Germain,Idrissa Gana Gueye,1360.0,76.0,18.0,24.0,5.03,1.19,1.59,7.8100000000000005,Progressive Passer
East Bengal,Marcelo Ribeiro dos Santos,369.0,6.0,8.0,18.0,1.46,1.95,4.39,7.8,Progression Outlet
Marseille,Chancel Mbemba Mangulu,93.0,6.0,2.0,0.0,5.81,1.94,0.0,7.75,Progressive Passer
Auxerre,Akim Zedadka,93.0,2.0,3.0,3.0,1.94,2.9,2.9,7.74,Supporting Progressor
Nantes,Fabien Centonze,93.0,3.0,3.0,2.0,2.9,2.9,1.94,7.74,Supporting Progressor
Bordeaux,Anel Ahmedhodžić,93.0,3.0,4.0,1.0,2.9,3.87,0.97,7.739999999999999,Ball Carrier
Rennes,Gaëtan Laborde,175.0,2.0,7.0,6.0,1.03,3.6,3.09,7.72,Ball Carrier
Paris Saint-Germain,Timothee Pembele,199.0,3.0,5.0,9.0,1.36,2.26,4.07,7.69,Progression Outlet
OGC Nice,Terem Igobor Moffi,82.0,2.0,3.0,2.0,2.2,3.29,2.2,7.69,Ball Carrier
Chennaiyin,Edwin Sydney Vanspaul,924.0,33.0,19.0,27.0,3.21,1.85,2.63,7.69,Progressive Passer
NorthEast United,Lalkhawpuimawia Lalkhawpuimawia,480.0,7.0,10.0,24.0,1.31,1.88,4.5,7.6899999999999995,Progression Outlet
Odisha,Jonathas Cristian de Jesus,1079.0,13.0,26.0,53.0,1.08,2.17,4.42,7.67,Progression Outlet
Auxerre,Souleymane Isaak Toure,94.0,8.0,0.0,0.0,7.66,0.0,0.0,7.66,Progressive Passer
Stade Brestois,Islam Slimani,94.0,2.0,1.0,5.0,1.91,0.96,4.79,7.66,Progression Outlet
Eintracht Frankfurt,Lucas Silva Melo,188.0,11.0,1.0,4.0,5.27,0.48,1.91,7.66,Progressive Passer
Werder Bremen,Senne Lynen,94.0,4.0,2.0,2.0,3.83,1.91,1.91,7.65,Progressive Passer
Bengaluru,Sunil Chhetri,1422.0,34.0,28.0,59.0,2.15,1.77,3.73,7.65,Supporting Progressor
Auxerre,Han-Noah Massengo,94.0,6.0,2.0,0.0,5.74,1.91,0.0,7.65,Progressive Passer
Nantes,Dennis Appiah,224.0,4.0,6.0,9.0,1.61,2.41,3.62,7.640000000000001,Supporting Progressor
Toulouse,Warren Kamanzi,59.0,1.0,3.0,1.0,1.53,4.58,1.53,7.640000000000001,Ball Carrier
AC Ajaccio,Vincent Marchetti,177.0,7.0,7.0,1.0,3.56,3.56,0.51,7.63,Complete Progressor
Hoffenheim,Grischa Prömel,130.0,6.0,3.0,2.0,4.15,2.08,1.38,7.61,Progressive Passer
Montpellier,Stephy Alvaro Mavididi,143.0,3.0,5.0,4.0,1.89,3.15,2.52,7.5600000000000005,Ball Carrier
Bengaluru,Yroundu Musavu-King,119.0,8.0,2.0,0.0,6.05,1.51,0.0,7.56,Progressive Passer
Hyderabad,Asish Rai,1393.0,33.0,41.0,43.0,2.13,2.65,2.78,7.559999999999999,Supporting Progressor
Lorient,Terem Igobor Moffi,167.0,4.0,4.0,6.0,2.16,2.16,3.23,7.550000000000001,Supporting Progressor
Stade de Reims,Jens-Lys Michel Cajuste,143.0,9.0,2.0,1.0,5.66,1.26,0.63,7.55,Progressive Passer
Toulouse,Stijn Spierings,180.0,11.0,2.0,2.0,5.5,1.0,1.0,7.5,Progressive Passer
Borussia Dortmund,Jamie Jermaine Bynoe-Gittens,145.0,1.0,6.0,5.0,0.62,3.72,3.1,7.4399999999999995,Ball Carrier
Bengaluru,Ajay Chhetri,219.0,16.0,1.0,1.0,6.58,0.41,0.41,7.4,Progressive Passer
Augsburg,Ruben Vargas,61.0,2.0,1.0,2.0,2.95,1.48,2.95,7.38,Supporting Progressor
Jamshedpur,Alexandre Monteiro de Lima,1187.0,41.0,36.0,20.0,3.11,2.73,1.52,7.359999999999999,Progressive Passer
Union Berlin,Mikkel Kaufmann,49.0,1.0,1.0,2.0,1.84,1.84,3.67,7.35,Supporting Progressor
Nantes,Sébastien Corchia,86.0,2.0,2.0,3.0,2.09,2.09,3.14,7.32,Supporting Progressor
Bengaluru,Edmund Lalrindika,111.0,0.0,2.0,7.0,0.0,1.62,5.68,7.3,Progression Outlet
Eintracht Frankfurt,Ellyes Joris Skhiri,99.0,6.0,1.0,1.0,5.45,0.91,0.91,7.2700000000000005,Progressive Passer
Wolfsburg,Yannick Gerhardt,161.0,2.0,5.0,6.0,1.12,2.8,3.35,7.27,Supporting Progressor
Hyderabad,Sahil Tavora,607.0,32.0,8.0,9.0,4.74,1.19,1.33,7.26,Progressive Passer
Bochum,Christopher Antwi-Adjej,62.0,0.0,2.0,3.0,0.0,2.9,4.35,7.25,Progression Outlet
Bengaluru,Cleiton Augusto Oliveira Silva,1572.0,27.0,30.0,69.0,1.55,1.72,3.95,7.220000000000001,Supporting Progressor
Stade de Reims,Valon Berisha,50.0,2.0,2.0,0.0,3.6,3.6,0.0,7.2,Complete Progressor
Hoffenheim,Robert Skov,75.0,2.0,2.0,2.0,2.4,2.4,2.4,7.199999999999999,Supporting Progressor
Rennes,Arnaud Kalimuendo Muinga,150.0,2.0,4.0,6.0,1.2,2.4,3.6,7.199999999999999,Supporting Progressor
Mumbai City,Ahmed Jahouh,1304.0,79.0,12.0,13.0,5.45,0.83,0.9,7.180000000000001,Progressive Passer
Bengaluru,Ajith Kumar,302.0,8.0,9.0,7.0,2.38,2.68,2.09,7.15,Supporting Progressor
Mumbai City,Ygor de Oliveira Ferreira,390.0,4.0,9.0,18.0,0.92,2.08,4.15,7.15,Progression Outlet
FSV Mainz 05,Danny Vieira da Costa,63.0,2.0,2.0,1.0,2.86,2.86,1.43,7.1499999999999995,Supporting Progressor
Paris Saint-Germain,Sergio Ramos García,2986.0,201.0,28.0,7.0,6.06,0.84,0.21,7.109999999999999,Progressive Passer
Lyon,Corentin Tolisso,76.0,5.0,0.0,1.0,5.92,0.0,1.18,7.1,Progressive Passer
Montpellier,Sepe Elye Wahi,76.0,1.0,2.0,3.0,1.18,2.37,3.55,7.1,Supporting Progressor
Lens,Ikoma Loïs Openda,89.0,0.0,2.0,5.0,0.0,2.02,5.06,7.08,Progression Outlet
Freiburg,Vincenzo Grifo,140.0,4.0,4.0,3.0,2.57,2.57,1.93,7.069999999999999,Supporting Progressor
Augsburg,Mads Pedersen,89.0,3.0,3.0,1.0,3.03,3.03,1.01,7.069999999999999,Progressive Passer
VfB Stuttgart,Jamie Leweling,102.0,1.0,5.0,2.0,0.88,4.41,1.76,7.05,Ball Carrier
OGC Nice,Pablo Paulino Rosario,205.0,10.0,2.0,4.0,4.39,0.88,1.76,7.029999999999999,Progressive Passer
Hoffenheim,Finn Ole Becker,77.0,2.0,2.0,2.0,2.34,2.34,2.34,7.02,Supporting Progressor
Bayer Leverkusen,Robert Andrich,1720.0,86.0,32.0,16.0,4.5,1.67,0.84,7.01,Progressive Passer
Chennaiyin,Anirudh Thapa,1598.0,46.0,31.0,47.0,2.59,1.75,2.65,6.99,Supporting Progressor
Nantes,Samuel Moutoussamy,245.0,11.0,5.0,3.0,4.04,1.84,1.1,6.98,Progressive Passer
Freiburg,Lucas Höler,168.0,5.0,3.0,5.0,2.68,1.61,2.68,6.970000000000001,Supporting Progressor
Mumbai City,Bradden Inman,531.0,16.0,8.0,17.0,2.71,1.36,2.88,6.95,Supporting Progressor
East Bengal,Naorem Mahesh Singh,1204.0,31.0,26.0,36.0,2.32,1.94,2.69,6.949999999999999,Supporting Progressor
Werder Bremen,Jens Stage,91.0,4.0,2.0,1.0,3.96,1.98,0.99,6.93,Progressive Passer
Mumbai City,Gurkirat Singh,78.0,2.0,0.0,4.0,2.31,0.0,4.62,6.93,Progression Outlet
Bayern Munich,Dayotchanculle Upamecano,156.0,7.0,4.0,1.0,4.04,2.31,0.58,6.93,Progressive Passer
Chennaiyin,Łukasz Gikiewicz,860.0,14.0,14.0,38.0,1.47,1.47,3.98,6.92,Progression Outlet
Lorient,Ibrahima Koné,131.0,0.0,4.0,6.0,0.0,2.75,4.12,6.87,Progression Outlet
VfB Stuttgart,Leonidas Stergiou,92.0,3.0,1.0,3.0,2.93,0.98,2.93,6.84,Supporting Progressor
Toulouse,Moussa Diarra,159.0,4.0,2.0,6.0,2.26,1.13,3.4,6.789999999999999,Supporting Progressor
Lyon,Islam Slimani,93.0,0.0,3.0,4.0,0.0,2.9,3.87,6.77,Supporting Progressor
Bayer Leverkusen,Jonathan Tah,2674.0,168.0,32.0,1.0,5.65,1.08,0.03,6.760000000000001,Progressive Passer
Clermont Foot,Vivaldo Borges dos Santos Neto,173.0,1.0,2.0,10.0,0.52,1.04,5.2,6.76,Progression Outlet
Stade de Reims,El Bilal Toure,80.0,1.0,0.0,5.0,1.12,0.0,5.62,6.74,Progression Outlet
Borussia Dortmund,Marius Wolf,147.0,3.0,4.0,4.0,1.84,2.45,2.45,6.74,Supporting Progressor
Hyderabad,Mohammad Yasir,883.0,14.0,24.0,28.0,1.43,2.45,2.85,6.73,Supporting Progressor
NorthEast United,Khassa Camara,629.0,35.0,5.0,7.0,5.01,0.72,1.0,6.7299999999999995,Progressive Passer
FSV Mainz 05,Brajan Gruda,134.0,1.0,5.0,4.0,0.67,3.36,2.69,6.720000000000001,Ball Carrier
Saint-Étienne,Timothée Kolodziejczak,135.0,4.0,2.0,4.0,2.67,1.33,2.67,6.67,Supporting Progressor
FC Köln,Leart Paqarada,108.0,2.0,3.0,3.0,1.67,2.5,2.5,6.67,Supporting Progressor
FSV Mainz 05,Jae-Sung Lee,162.0,3.0,3.0,6.0,1.67,1.67,3.33,6.67,Supporting Progressor
AC Ajaccio,Mounaim El Idrissy,135.0,3.0,4.0,3.0,2.0,2.67,2.0,6.67,Supporting Progressor
Lille,Hatem Ben Arfa,68.0,2.0,2.0,1.0,2.65,2.65,1.32,6.62,Supporting Progressor
Strasbourg,Ludovic Ajorque,68.0,0.0,0.0,5.0,0.0,0.0,6.62,6.62,Progression Outlet
Bordeaux,Rémi Oudin,68.0,0.0,2.0,3.0,0.0,2.65,3.97,6.62,Progression Outlet
Nantes,Pedro Chirivella Burgos,272.0,20.0,0.0,0.0,6.62,0.0,0.0,6.62,Progressive Passer
Clermont Foot,Jodel Dossou,82.0,3.0,1.0,2.0,3.29,1.1,2.2,6.590000000000001,Progressive Passer
Werder Bremen,Anthony Jung,82.0,6.0,0.0,0.0,6.59,0.0,0.0,6.59,Progressive Passer
East Bengal,Daniel Chima Chukwu,670.0,10.0,14.0,25.0,1.34,1.88,3.36,6.58,Supporting Progressor
Troyes,Yasser Larouci,96.0,1.0,5.0,1.0,0.94,4.69,0.94,6.57,Ball Carrier
Kerala Blasters,Sahal Abdul Samad,1509.0,22.0,40.0,48.0,1.31,2.39,2.86,6.5600000000000005,Supporting Progressor
Paris Saint-Germain,Danilo Luís Hélio Pereira,3476.0,181.0,54.0,18.0,4.69,1.4,0.47,6.56,Progressive Passer
Augsburg,Phillip Tietz,151.0,3.0,4.0,4.0,1.79,2.38,2.38,6.55,Supporting Progressor
Rennes,Baptiste Santamaría,124.0,5.0,1.0,3.0,3.63,0.73,2.18,6.539999999999999,Progressive Passer
Strasbourg,Lucas Perrin,152.0,6.0,4.0,1.0,3.55,2.37,0.59,6.51,Progressive Passer
East Bengal,Thongkhosiem Haokip,679.0,8.0,18.0,23.0,1.06,2.39,3.05,6.5,Supporting Progressor
Goa,Saviour Gama,917.0,16.0,19.0,31.0,1.57,1.86,3.04,6.470000000000001,Supporting Progressor
Hyderabad,Akash Mishra,2089.0,54.0,59.0,37.0,2.33,2.54,1.59,6.46,Supporting Progressor
Lens,Massadio Haïdara,56.0,2.0,1.0,1.0,3.21,1.61,1.61,6.430000000000001,Progressive Passer
Bengaluru,Sarthak Golui,56.0,3.0,0.0,1.0,4.82,0.0,1.61,6.430000000000001,Progressive Passer
OGC Nice,Andy Delort,126.0,4.0,2.0,3.0,2.86,1.43,2.14,6.43,Supporting Progressor
Rennes,Jonas Martin,169.0,8.0,4.0,0.0,4.26,2.13,0.0,6.39,Progressive Passer
FC Köln,Faride Alidou,142.0,2.0,3.0,5.0,1.27,1.9,3.17,6.34,Supporting Progressor
Rennes,Hamari Traoré,299.0,5.0,6.0,10.0,1.51,1.81,3.01,6.33,Supporting Progressor
Mumbai City,Diego Maurício Machado de Brito,214.0,3.0,6.0,6.0,1.26,2.52,2.52,6.300000000000001,Supporting Progressor
Bengaluru,Naorem Roshan Singh,1524.0,47.0,33.0,26.0,2.78,1.95,1.54,6.27,Supporting Progressor
Rennes,Birger Meling,288.0,7.0,7.0,6.0,2.19,2.19,1.88,6.26,Supporting Progressor
Paris Saint-Germain,Abdou Diallo,360.0,22.0,2.0,1.0,5.5,0.5,0.25,6.25,Progressive Passer
Bengaluru,Damaitphang Lyngdoh,101.0,1.0,3.0,3.0,0.89,2.67,2.67,6.23,Supporting Progressor
Eintracht Frankfurt,Fares Chaïbi,159.0,2.0,5.0,4.0,1.13,2.83,2.26,6.22,Supporting Progressor
Paris Saint-Germain,Ander Herrera Agüera,319.0,8.0,5.0,9.0,2.26,1.41,2.54,6.21,Supporting Progressor
Chennaiyin,Jerry Lalrinzuala,1593.0,29.0,37.0,43.0,1.64,2.09,2.43,6.16,Supporting Progressor
Jamshedpur,Ishan Pandita,440.0,2.0,10.0,18.0,0.41,2.05,3.68,6.140000000000001,Supporting Progressor
Goa,Sanson Pereira,513.0,13.0,12.0,10.0,2.28,2.11,1.75,6.14,Supporting Progressor
Chennaiyin,Keisham Reagan Singh,1222.0,29.0,27.0,27.0,2.14,1.99,1.99,6.12,Supporting Progressor
VfB Stuttgart,Serhou Guirassy,191.0,2.0,4.0,7.0,0.94,1.88,3.3,6.119999999999999,Supporting Progressor
Paris Saint-Germain,Nordi Mukiele Mulere,856.0,13.0,11.0,34.0,1.37,1.16,3.57,6.1,Limited Progression
Hyderabad,Javier Siverio Toro,1005.0,13.0,14.0,41.0,1.16,1.25,3.67,6.08,Limited Progression
Mumbai City,Vinit Rai Chamling,252.0,11.0,4.0,2.0,3.93,1.43,0.71,6.07,Progressive Passer
Wolfsburg,Kevin Paredes,104.0,2.0,2.0,3.0,1.73,1.73,2.6,6.0600000000000005,Supporting Progressor
Jamshedpur,Mohammad Mobashir Rahman,550.0,19.0,10.0,8.0,3.11,1.64,1.31,6.0600000000000005,Progressive Passer
Marseille,Eric Bertrand Bailly,104.0,2.0,3.0,2.0,1.73,2.6,1.73,6.0600000000000005,Supporting Progressor
Montpellier,Jordan Ferri,208.0,5.0,8.0,1.0,2.16,3.46,0.43,6.05,Ball Carrier
NorthEast United,Rochharzela Rochharzela,404.0,7.0,9.0,11.0,1.56,2.0,2.45,6.01,Supporting Progressor
Kerala Blasters,Nishu Kumar Tashni,494.0,8.0,6.0,19.0,1.46,1.09,3.46,6.01,Limited Progression
Strasbourg,Alexander Djiku,90.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,Progressive Passer
Chennaiyin,Germanpreet Singh,855.0,25.0,15.0,17.0,2.63,1.58,1.79,6.0,Supporting Progressor
