match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
3817853,Naorem Mahesh Singh,East Bengal,2,0.594,2.0,2.0,0.297,4.0,148.0,0.361,93.26
3837695,Kylian Mbappé Lottin,Paris Saint-Germain,7,1.741,8.0,2.0,0.249,26.0,434.0,0.361,54.57
3895258,Exequiel Alejandro Palacios,Bayer Leverkusen,1,0.04,1.0,0.0,0.04,12.0,10.0,0.36,3.34
3895134,Andrej Kramarić,Hoffenheim,1,0.048,1.0,0.0,0.048,4.0,12.0,0.36,3.42
3802805,Mauro Emanuel Icardi Rivero,Paris Saint-Germain,1,0.056,1.0,0.0,0.056,1.0,14.0,0.36,10.9
3837928,Alexandre Lacazette,Lyon,5,1.358,7.0,1.0,0.272,10.0,340.0,0.359,77.54
3813305,Mohammad Yasir,Hyderabad,2,0.143,2.0,0.0,0.072,7.0,36.0,0.358,12.17
3895095,Victor Okoh Boniface,Bayer Leverkusen,2,0.613,2.0,1.0,0.306,5.0,154.0,0.358,78.38
3813317,Víctor Mongil Adeva,Odisha,1,0.183,1.0,0.0,0.183,1.0,46.0,0.358,12.0
3895134,Josip Stanišić,Bayer Leverkusen,2,0.381,3.0,1.0,0.191,3.0,96.0,0.357,31.56
3817891,Rohit Kumar,Bengaluru,1,0.107,1.0,0.0,0.107,4.0,27.0,0.357,9.27
3827335,Nishu Kumar Tashni,Kerala Blasters,3,0.63,3.0,1.0,0.21,5.0,159.0,0.357,44.44
3813280,Bikash Jairu,East Bengal,1,0.107,1.0,0.0,0.107,2.0,27.0,0.357,10.42
3817883,Mohammad Mobashir Rahman,Jamshedpur,2,0.079,2.0,0.0,0.039,4.0,20.0,0.356,6.84
3817892,Kiyan Nassiri Giri,ATK Mohun Bagan,4,0.426,4.0,0.0,0.107,12.0,108.0,0.355,27.04
3817865,Liridon Krasniqi,Odisha,4,0.568,5.0,0.0,0.142,14.0,144.0,0.355,30.42
3895244,Borja Iglesias Quintas,Bayer Leverkusen,2,0.165,2.0,0.0,0.083,12.0,42.0,0.354,9.27
3838017,Marcos Aoás Corrêa,Paris Saint-Germain,1,0.047,1.0,0.0,0.047,1.0,12.0,0.353,2.33
3837827,Renato Júnior Luz Sanches,Paris Saint-Germain,1,0.051,1.0,0.0,0.051,3.0,13.0,0.353,4.91
3817867,Laldanmawia Ralte,NorthEast United,1,0.09,1.0,1.0,0.09,2.0,23.0,0.352,11.77
3813284,Serigne Mourtada Fall,Mumbai City,3,1.076,3.0,2.0,0.359,9.0,276.0,0.351,64.41
3813284,Lalengmawia Ralte,Mumbai City,3,1.054,3.0,2.0,0.351,9.0,270.0,0.351,63.09
3817878,Jackichand Singh,East Bengal,1,0.039,1.0,0.0,0.039,2.0,10.0,0.351,3.36
3837818,Warren Zaire Emery,Paris Saint-Germain,2,0.117,2.0,0.0,0.058,10.0,30.0,0.351,8.66
3813312,Ygor de Oliveira Ferreira,Mumbai City,2,0.242,2.0,0.0,0.121,3.0,62.0,0.351,9.82
3802839,Thilo Kehrer,Paris Saint-Germain,6,1.706,8.0,0.0,0.284,29.0,438.0,0.351,47.76
3837752,Achraf Hakimi Mouh,Paris Saint-Germain,6,2.061,6.0,1.0,0.343,26.0,528.0,0.351,72.02
3813315,Airam López Cabrera,Goa,5,0.543,5.0,1.0,0.109,8.0,140.0,0.349,70.75
3837844,Gianluigi Donnarumma,Paris Saint-Germain,3,1.071,3.0,1.0,0.357,4.0,276.0,0.349,33.23
3817884,Amrinder Singh,ATK Mohun Bagan,2,0.698,2.0,1.0,0.349,2.0,180.0,0.349,30.65
3802984,Samuel Moutoussamy,Nantes,6,1.768,9.0,1.0,0.295,21.0,456.0,0.349,91.9
3837928,Dejan Lovren,Lyon,1,0.341,2.0,1.0,0.341,1.0,88.0,0.349,19.47
3895275,Florent Muslija,Freiburg,2,0.24,3.0,1.0,0.12,3.0,62.0,0.348,30.07
3813277,João Victor de Albuquerque Bruno,Hyderabad,3,1.029,3.0,2.0,0.343,3.0,267.0,0.347,79.77
3817859,Mashoor Shereef Thangalakath,NorthEast United,3,1.04,3.0,1.0,0.347,4.0,270.0,0.347,59.1
3817901,Vignesh Dakshinamurthy,Mumbai City,5,0.885,7.0,0.0,0.177,11.0,230.0,0.346,40.58
3838017,Mateusz Wieteska,Clermont Foot,6,2.125,6.0,3.0,0.354,14.0,552.0,0.346,63.02
3817859,Zakaria Diallo,NorthEast United,3,1.035,3.0,1.0,0.345,5.0,270.0,0.345,58.82
3817859,Pragyan Sundar Gogoi,NorthEast United,5,1.613,6.0,2.0,0.323,14.0,425.0,0.342,91.66
3817878,Nikhil Poojary,Hyderabad,5,1.763,6.0,1.0,0.353,8.0,465.0,0.341,64.99
3803000,Saîf-Eddine Khaoui,Clermont Foot,4,0.956,4.0,1.0,0.239,5.0,252.0,0.341,79.33
3837928,Junior Castello Lukeba,Lyon,1,0.341,2.0,1.0,0.341,2.0,90.0,0.341,19.47
3837695,Gianluigi Donnarumma,Paris Saint-Germain,3,1.03,4.0,1.0,0.343,4.0,273.0,0.34,32.28
3817899,Rehnesh Thumbirumbu Paramba,Jamshedpur,2,0.643,2.0,2.0,0.321,2.0,170.0,0.34,24.43
3817878,Soraisam Pritam Kumar Singh,Hyderabad,1,0.049,1.0,0.0,0.049,1.0,13.0,0.339,1.81
3817897,Rohit Danu,Hyderabad,4,0.95,5.0,1.0,0.238,12.0,252.0,0.339,70.67
3895182,Piero Martín Hincapié Reyna,Bayer Leverkusen,4,1.083,4.0,1.0,0.271,11.0,288.0,0.338,33.09
3817857,Sandip Mandi,Jamshedpur,1,0.03,1.0,0.0,0.03,2.0,8.0,0.337,2.36
3813318,Sehnaj Singh,NorthEast United,3,1.01,4.0,2.0,0.337,10.0,270.0,0.337,43.52
3802685,Leandro Daniel Paredes,Paris Saint-Germain,2,0.516,2.0,0.0,0.258,3.0,138.0,0.337,32.61
3895086,Amine Adli,Bayer Leverkusen,2,0.172,2.0,1.0,0.086,6.0,46.0,0.337,5.44
3813290,Aniket Anil Jadhav,Hyderabad,2,0.157,2.0,1.0,0.078,3.0,42.0,0.336,7.62
3817898,Jorge Ortiz Mendoza,Goa,2,0.209,2.0,0.0,0.104,7.0,56.0,0.336,10.95
3813314,Roy Krishna,ATK Mohun Bagan,5,1.644,6.0,2.0,0.329,9.0,440.0,0.336,76.73
3837717,Mathis Rayan Cherki,Lyon,2,0.141,2.0,0.0,0.071,6.0,38.0,0.334,17.39
3895258,Edmond Fayçal Tapsoba,Bayer Leverkusen,2,0.089,2.0,0.0,0.044,11.0,24.0,0.334,7.43
3837885,Gianluigi Donnarumma,Paris Saint-Germain,3,0.969,3.0,1.0,0.323,5.0,261.0,0.334,44.1
3837928,Maxence Caqueret,Lyon,1,0.115,1.0,0.0,0.115,2.0,31.0,0.334,6.57
3813304,Daniel Chima Chukwu,East Bengal,2,0.459,2.0,0.0,0.23,3.0,124.0,0.333,72.28
3802696,Presnel Kimpembe,Paris Saint-Germain,1,0.074,1.0,0.0,0.074,4.0,20.0,0.333,7.32
3802805,Andy Delort,OGC Nice,3,0.289,3.0,1.0,0.096,3.0,78.0,0.333,45.59
3837695,Mohamed Achi,Nantes,2,0.037,2.0,0.0,0.018,10.0,10.0,0.333,9.19
3813289,Cleiton Augusto Oliveira Silva,Bengaluru,3,0.422,4.0,0.0,0.141,12.0,114.0,0.333,19.64
3817900,Peter Hartley,Jamshedpur,3,0.687,4.0,1.0,0.229,5.0,186.0,0.332,22.69
3817851,Sebastian Thangmuansang,Odisha,1,0.059,1.0,0.0,0.059,6.0,16.0,0.332,8.91
3803000,Presnel Kimpembe,Paris Saint-Germain,3,0.863,3.0,2.0,0.288,20.0,234.0,0.332,24.6
3802904,Nuno Mendes,Paris Saint-Germain,3,0.915,3.0,2.0,0.305,11.0,249.0,0.331,63.61
3817878,Laxmikant Kattimani,Hyderabad,1,0.337,1.0,0.0,0.337,1.0,92.0,0.33,12.42
3802793,Hichem Boudaoui,OGC Nice,3,0.868,3.0,0.0,0.289,8.0,237.0,0.33,96.2
3817872,Nandhakumar Sekar,Odisha,4,0.85,6.0,1.0,0.212,10.0,232.0,0.33,62.91
3817879,Rahim Ali,Chennaiyin,1,0.117,2.0,0.0,0.117,2.0,32.0,0.329,15.17
3837844,Hugo Ekitike,Paris Saint-Germain,8,2.02,9.0,2.0,0.253,18.0,552.0,0.329,62.68
3895333,Hugo Larsson,Eintracht Frankfurt,3,0.274,3.0,0.0,0.091,23.0,75.0,0.329,21.1
3817901,Daniel Chima Chukwu,Jamshedpur,5,1.207,5.0,1.0,0.241,8.0,330.0,0.329,45.24
3813270,Ygor de Oliveira Ferreira,Mumbai City,2,0.139,2.0,1.0,0.07,5.0,38.0,0.329,6.92
3817895,Dylan Fox,Goa,2,0.139,2.0,0.0,0.069,5.0,38.0,0.329,7.43
3813312,Mandar Rao Desai,Mumbai City,5,1.68,8.0,2.0,0.336,20.0,460.0,0.329,68.16
3813285,Devendra Dhaku Murgaokar,Goa,2,0.562,2.0,1.0,0.281,4.0,154.0,0.328,71.12
3895333,Ansgar Knauff,Eintracht Frankfurt,5,0.419,5.0,0.0,0.084,13.0,115.0,0.328,32.27
3817865,Lalhrezuala Sailung,Odisha,3,0.853,3.0,1.0,0.284,6.0,234.0,0.328,45.68
3802809,Lorenz Assignon,Rennes,1,0.062,1.0,0.0,0.062,2.0,17.0,0.328,8.59
3837752,Renato Júnior Luz Sanches,Paris Saint-Germain,5,1.112,5.0,0.0,0.222,21.0,305.0,0.328,38.86
3813295,Juan Antonio González Fernández,Hyderabad,2,0.675,2.0,1.0,0.338,3.0,186.0,0.327,33.84
3817901,Bradden Inman,Mumbai City,5,0.891,7.0,0.0,0.178,15.0,245.0,0.327,40.86
3813302,Patrick Flottmann,NorthEast United,3,1.01,3.0,1.0,0.337,4.0,279.0,0.326,65.45
3895107,Steffen Tigges,FC Köln,2,0.116,2.0,0.0,0.058,7.0,32.0,0.326,11.57
3837839,Arbër Zeneli,Stade de Reims,4,0.261,4.0,0.0,0.065,16.0,72.0,0.326,13.68
3837659,Jordan Ferri,Montpellier,2,0.658,3.0,2.0,0.329,8.0,182.0,0.325,90.96
3837839,Sergio Ramos García,Paris Saint-Germain,4,1.329,7.0,1.0,0.332,15.0,368.0,0.325,89.15
3837695,Marco Verratti,Paris Saint-Germain,7,1.541,8.0,2.0,0.22,39.0,427.0,0.325,48.3
3895086,Robert Andrich,Bayer Leverkusen,1,0.065,1.0,1.0,0.065,2.0,18.0,0.325,2.06
3837752,Fabián Ruiz Peña,Paris Saint-Germain,9,2.669,9.0,2.0,0.297,39.0,738.0,0.325,93.26
3895275,Robert Andrich,Bayer Leverkusen,1,0.036,1.0,0.0,0.036,6.0,10.0,0.324,1.65
3817891,Bruno Edgar Silva Almeida,Bengaluru,2,0.466,2.0,1.0,0.233,7.0,130.0,0.323,40.38
3837827,Jeremy Doku,Rennes,1,0.104,1.0,0.0,0.104,4.0,29.0,0.323,18.75
3802904,Achraf Hakimi Mouh,Paris Saint-Germain,3,0.938,3.0,2.0,0.313,8.0,261.0,0.323,65.21
3837752,Juan Bernat Velasco,Paris Saint-Germain,4,1.32,4.0,1.0,0.33,7.0,368.0,0.323,46.13
3813308,Ariday Cabrera Suárez,Odisha,4,0.458,6.0,0.0,0.114,10.0,128.0,0.322,39.3
3827336,Sandesh Jhingan,ATK Mohun Bagan,4,0.972,5.0,0.0,0.243,10.0,272.0,0.322,40.49
3817876,Laldanmawia Ralte,NorthEast United,5,1.11,6.0,1.0,0.222,8.0,310.0,0.322,38.51
3895134,Maximilian Beier,Hoffenheim,3,0.932,5.0,1.0,0.311,12.0,261.0,0.321,66.39
3817887,Mohamad Rakip,Mumbai City,4,0.314,4.0,0.0,0.079,10.0,88.0,0.321,34.65
3837859,Gabriel Alonso Suazo Urbina,Toulouse,2,0.135,2.0,0.0,0.068,5.0,38.0,0.32,24.15
3895158,Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,2,0.448,2.0,1.0,0.224,10.0,126.0,0.32,56.0
3813302,Mashoor Shereef Thangalakath,NorthEast United,4,1.324,4.0,2.0,0.331,6.0,372.0,0.32,85.8
3802839,Nuno Mendes,Paris Saint-Germain,1,0.064,1.0,0.0,0.064,4.0,18.0,0.32,1.79
3813268,Seminlen Doungel,Jamshedpur,2,0.305,2.0,1.0,0.152,4.0,86.0,0.319,39.43
3817854,Namgyal Bhutia,Bengaluru,3,0.329,4.0,0.0,0.11,6.0,93.0,0.318,41.49
3813275,Prabhushkan Singh Gill,Kerala Blasters,2,0.658,3.0,1.0,0.329,3.0,186.0,0.318,87.8
3817882,Francisco José Sota Bernard,East Bengal,2,0.106,2.0,0.0,0.053,9.0,30.0,0.318,6.7
3813271,Lalthathanga Khawlhring,Kerala Blasters,4,1.019,5.0,1.0,0.255,10.0,288.0,0.318,75.46
3817874,Parag Satish Shrivas,Bengaluru,1,0.106,1.0,0.0,0.106,1.0,30.0,0.318,17.28
3817876,Sehnaj Singh,NorthEast United,4,0.876,4.0,0.0,0.219,6.0,248.0,0.318,30.39
3817870,Ayush Adhikari,Kerala Blasters,5,1.039,6.0,0.0,0.208,7.0,295.0,0.317,34.9
3817894,Redeem Tlang,Odisha,1,0.074,1.0,0.0,0.074,2.0,21.0,0.317,3.86
3813296,Sahal Abdul Samad,Kerala Blasters,3,0.729,4.0,0.0,0.243,8.0,207.0,0.317,47.21
3802984,Marcus Coco,Nantes,5,1.333,7.0,0.0,0.267,10.0,380.0,0.316,69.29
3895180,Granit Xhaka,Bayer Leverkusen,5,1.6,7.0,2.0,0.32,21.0,455.0,0.316,61.84
3813304,Daniel Gomes,East Bengal,1,0.049,1.0,0.0,0.049,1.0,14.0,0.315,7.72
3817849,Mandar Rao Desai,Mumbai City,1,0.07,1.0,0.0,0.07,1.0,20.0,0.315,8.16
3827767,Halicharan Narzary,Hyderabad,5,1.016,5.0,2.0,0.203,6.0,290.0,0.315,26.0
3802699,Burak Yılmaz,Lille,5,1.289,6.0,1.0,0.258,14.0,370.0,0.314,87.59
3817848,Pritam Kotal,ATK Mohun Bagan,2,0.66,2.0,0.0,0.33,3.0,190.0,0.313,31.24
3817876,Edwin Sydney Vanspaul,Chennaiyin,2,0.16,2.0,0.0,0.08,5.0,46.0,0.313,24.19
3802904,Danilo Luís Hélio Pereira,Paris Saint-Germain,3,0.938,3.0,2.0,0.313,10.0,270.0,0.313,65.21
3837659,Joris Chotard,Montpellier,2,0.548,3.0,1.0,0.274,5.0,158.0,0.312,75.75
3813277,Rohit Danu,Hyderabad,2,0.194,2.0,1.0,0.097,4.0,56.0,0.312,15.04
3817884,Sahil Tavora,Hyderabad,3,0.312,4.0,1.0,0.104,5.0,90.0,0.312,32.35
3803000,Thilo Kehrer,Paris Saint-Germain,3,0.135,3.0,1.0,0.045,10.0,39.0,0.312,3.85
3813273,Liridon Krasniqi,Odisha,3,0.416,3.0,1.0,0.139,7.0,120.0,0.312,26.16
3838017,Alidu Seidu,Clermont Foot,6,1.791,6.0,2.0,0.299,13.0,516.0,0.312,53.12
3827338,David Joel Williams,ATK Mohun Bagan,5,0.897,5.0,1.0,0.179,7.0,260.0,0.311,52.25
3895158,Nico Schlotterbeck,Borussia Dortmund,2,0.436,3.0,1.0,0.218,4.0,126.0,0.311,54.5
3837938,Ross Barkley,OGC Nice,1,0.038,1.0,0.0,0.038,4.0,11.0,0.311,3.77
3813274,Igor Angulo Albóniga,Mumbai City,3,0.89,4.0,2.0,0.297,3.0,258.0,0.31,86.61
3802643,Achraf Hakimi Mouh,Paris Saint-Germain,2,0.613,2.0,1.0,0.306,10.0,178.0,0.31,32.54
3813304,Rohit Danu,Hyderabad,2,0.303,2.0,1.0,0.152,4.0,88.0,0.31,40.26
3802802,Keylor Navas Gamboa,Paris Saint-Germain,2,0.563,2.0,0.0,0.282,3.0,164.0,0.309,25.66
3838017,Vivaldo Borges dos Santos Neto,Clermont Foot,6,1.791,6.0,2.0,0.299,20.0,522.0,0.309,53.12
3817887,Mohammad Yasir,Hyderabad,5,1.181,8.0,2.0,0.236,13.0,345.0,0.308,88.79
3895182,Lukáš Hrádecký,Bayer Leverkusen,1,0.305,1.0,1.0,0.305,2.0,89.0,0.308,9.32
3817878,Joel Joseph Chianese,Hyderabad,5,0.545,7.0,1.0,0.109,11.0,160.0,0.307,20.09
3813302,Boris Singh Thangjam,Jamshedpur,8,2.503,10.0,2.0,0.313,18.0,736.0,0.306,79.79
3817895,Muhammed Nemil Valiyattil,Goa,4,0.231,4.0,0.0,0.058,11.0,68.0,0.306,12.35
3817882,Keisham Reagan Singh,Chennaiyin,2,0.211,2.0,0.0,0.106,4.0,62.0,0.306,30.8
3895302,Florian Wirtz,Bayer Leverkusen,7,1.048,7.0,3.0,0.15,27.0,308.0,0.306,36.21
3837987,Riad Nouri,AC Ajaccio,1,0.078,1.0,0.0,0.078,2.0,23.0,0.305,25.73
3802699,Timothy Weah,Lille,1,0.044,1.0,0.0,0.044,2.0,13.0,0.305,2.99
3817881,Chencho Gyeltshen,Kerala Blasters,1,0.054,1.0,0.0,0.054,2.0,16.0,0.304,19.2
3813315,Nongdamba Singh Naorem,Goa,3,0.213,3.0,0.0,0.071,6.0,63.0,0.304,27.75
3817852,Mehtab Singh,Mumbai City,3,0.933,3.0,1.0,0.311,9.0,276.0,0.304,57.2
3837987,Vitor Machado Ferreira,Paris Saint-Germain,2,0.162,3.0,0.0,0.081,7.0,48.0,0.304,9.47
3837659,Wahbi Khazri,Montpellier,2,0.518,3.0,1.0,0.259,6.0,154.0,0.303,71.6
3817868,Sunil Chhetri,Bengaluru,4,1.227,5.0,1.0,0.307,10.0,364.0,0.303,36.4
3895202,Nathan Tella,Bayer Leverkusen,5,1.043,5.0,1.0,0.209,14.0,310.0,0.303,56.65
3817873,José Luis Espinosa Arroyo,ATK Mohun Bagan,2,0.613,2.0,1.0,0.307,7.0,182.0,0.303,26.34
3817902,Jackichand Singh,East Bengal,2,0.209,3.0,0.0,0.105,4.0,62.0,0.303,49.11
3813305,Javier Siverio Toro,Hyderabad,3,0.282,4.0,0.0,0.094,7.0,84.0,0.302,24.01
3802643,Ludovic Ajorque,Strasbourg,2,0.456,2.0,0.0,0.228,5.0,136.0,0.302,32.28
3817894,Leander D''Cunha,Goa,3,0.131,3.0,0.0,0.044,13.0,39.0,0.302,8.17
3813315,Peter Hartley,Jamshedpur,1,0.272,1.0,1.0,0.272,1.0,81.0,0.302,14.4
3813286,Łukasz Gikiewicz,Chennaiyin,2,0.535,2.0,0.0,0.267,3.0,160.0,0.301,75.52
3813306,Amrinder Singh,ATK Mohun Bagan,1,0.308,1.0,1.0,0.308,1.0,92.0,0.301,9.45
3802907,Presnel Kimpembe,Paris Saint-Germain,6,1.54,6.0,2.0,0.257,15.0,462.0,0.3,52.85
3895167,Jamie Leweling,VfB Stuttgart,1,0.04,1.0,0.0,0.04,4.0,12.0,0.3,1.96
3813266,Muhammed Nemil Valiyattil,Goa,3,0.44,4.0,0.0,0.147,7.0,132.0,0.3,31.53
3813313,Prabir Das,ATK Mohun Bagan,2,0.233,2.0,0.0,0.116,2.0,70.0,0.3,11.54
3802676,Christopher Wooh,Lens,2,0.592,2.0,1.0,0.296,4.0,178.0,0.299,69.99
3802793,Kasper Dolberg,OGC Nice,3,0.868,3.0,0.0,0.289,6.0,261.0,0.299,96.2
3817896,Víctor Mongil Adeva,Odisha,3,0.933,3.0,2.0,0.311,6.0,282.0,0.298,71.92
3817863,Muhammed Nemil Valiyattil,Goa,1,0.043,1.0,0.0,0.043,1.0,13.0,0.298,4.16
3813267,Dheeraj Singh Moirangthem,Goa,2,0.583,2.0,1.0,0.291,3.0,176.0,0.298,20.45
3802685,Juan Bernat Velasco,Paris Saint-Germain,2,0.516,2.0,0.0,0.258,3.0,156.0,0.298,32.61
3837752,Nordi Mukiele Mulere,Paris Saint-Germain,4,1.18,4.0,0.0,0.295,10.0,356.0,0.298,41.23
3837659,Théo Sainte-Luce,Montpellier,2,0.548,3.0,1.0,0.274,8.0,166.0,0.297,75.75
3802805,Morgan Schneiderlin,OGC Nice,1,0.076,1.0,0.0,0.076,2.0,23.0,0.297,11.99
3817896,Sahil Panwar,Odisha,3,0.892,3.0,2.0,0.297,6.0,270.0,0.297,68.76
3813290,Joel Joseph Chianese,Hyderabad,4,0.409,4.0,3.0,0.102,6.0,124.0,0.297,19.84
3813290,Laldanmawia Ralte,NorthEast United,3,0.75,4.0,1.0,0.25,5.0,228.0,0.296,59.52
3813271,Sahal Abdul Samad,Kerala Blasters,5,1.202,6.0,0.0,0.24,8.0,365.0,0.296,89.01
3817899,Daniel Chima Chukwu,Jamshedpur,7,1.517,9.0,2.0,0.217,14.0,462.0,0.296,57.64
3837947,Massadio Haïdara,Lens,2,0.105,2.0,0.0,0.053,6.0,32.0,0.295,6.12
3802818,Leandro Daniel Paredes,Paris Saint-Germain,5,0.689,5.0,1.0,0.138,14.0,210.0,0.295,36.89
3895113,Lovro Majer,Wolfsburg,4,0.315,5.0,0.0,0.079,14.0,96.0,0.295,29.8
3827337,Sanjeev Stalin,Kerala Blasters,1,0.232,1.0,1.0,0.232,1.0,71.0,0.294,41.79
3817879,Łukasz Gikiewicz,Chennaiyin,2,0.195,3.0,0.0,0.098,6.0,60.0,0.293,25.28
3827767,Chencho Gyeltshen,Kerala Blasters,2,0.169,2.0,0.0,0.085,6.0,52.0,0.293,4.03
3802948,Boubacar Traore,Metz,2,0.358,2.0,0.0,0.179,4.0,110.0,0.293,74.96
3813266,Łukasz Gikiewicz,Chennaiyin,1,0.078,1.0,0.0,0.078,1.0,24.0,0.293,55.42
3813266,Lallianzuala Chhangte,Chennaiyin,1,0.078,1.0,0.0,0.078,2.0,24.0,0.293,55.42
3817872,Liridon Krasniqi,Odisha,2,0.189,2.0,0.0,0.095,4.0,58.0,0.293,13.99
3837752,Marcos Aoás Corrêa,Paris Saint-Germain,5,1.336,5.0,0.0,0.267,12.0,410.0,0.293,46.68
3817865,Héctor Rodas Ramírez,Odisha,3,0.866,3.0,1.0,0.289,8.0,267.0,0.292,46.38
3895266,Piero Martín Hincapié Reyna,Bayer Leverkusen,6,1.128,6.0,1.0,0.188,19.0,348.0,0.292,63.37
3813277,Joel Joseph Chianese,Hyderabad,1,0.224,1.0,1.0,0.224,2.0,69.0,0.292,17.36
3837987,Renato Júnior Luz Sanches,Paris Saint-Germain,2,0.162,3.0,0.0,0.081,4.0,50.0,0.292,9.47
3817858,Anirudh Thapa,Chennaiyin,2,0.492,2.0,0.0,0.246,3.0,152.0,0.291,37.22
3802665,Valère Germain,Montpellier,1,0.132,1.0,0.0,0.132,2.0,41.0,0.29,37.04
3817891,Damaitphang Lyngdoh,Bengaluru,3,0.618,3.0,0.0,0.206,11.0,192.0,0.29,53.55
3802809,Lesley Chimuanya Ugochukwu,Rennes,1,0.029,1.0,0.0,0.029,1.0,9.0,0.29,4.02
3802793,Andy Delort,OGC Nice,3,0.88,3.0,0.0,0.293,7.0,273.0,0.29,97.53
3895320,Alexander Nübel,VfB Stuttgart,4,1.236,5.0,1.0,0.309,9.0,384.0,0.29,71.97
3895052,Xaver Schlager,RB Leipzig,2,0.529,3.0,0.0,0.265,4.0,164.0,0.29,32.38
3802839,Idrissa Gana Gueye,Paris Saint-Germain,5,1.288,7.0,0.0,0.258,27.0,400.0,0.29,36.06
3837680,Kevin Volland,AS Monaco,1,0.077,1.0,1.0,0.077,3.0,24.0,0.289,17.0
3827337,Alexandre Monteiro de Lima,Jamshedpur,1,0.045,1.0,0.0,0.045,1.0,14.0,0.289,7.76
3837928,Bradley Barcola,Lyon,2,0.456,3.0,1.0,0.228,3.0,142.0,0.289,26.04
3802818,Armand Lauriente,Lorient,1,0.048,1.0,0.0,0.048,2.0,15.0,0.288,7.71
3827338,Hugo Adnan Boumous,ATK Mohun Bagan,7,0.783,7.0,0.0,0.112,12.0,245.0,0.288,45.61
3802752,Mathis Rayan Cherki,Lyon,2,0.096,2.0,0.0,0.048,5.0,30.0,0.288,14.2
3813293,Sunil Chhetri,Bengaluru,2,0.301,3.0,0.0,0.151,5.0,94.0,0.288,34.7
3813284,Ishan Pandita,Jamshedpur,3,0.556,4.0,1.0,0.185,5.0,174.0,0.288,41.95
3813314,Liston Colaco,ATK Mohun Bagan,5,1.071,6.0,2.0,0.214,10.0,335.0,0.288,49.99
3813308,Víctor Mongil Adeva,Odisha,1,0.195,1.0,0.0,0.195,1.0,61.0,0.288,16.73
3813295,Sahil Panwar,Odisha,1,0.147,2.0,0.0,0.147,1.0,46.0,0.288,18.39
3813284,Eli Sabia Filho,Jamshedpur,3,0.565,4.0,1.0,0.188,4.0,177.0,0.287,42.63
3817891,Leon Augustine Asokan,Bengaluru,3,0.572,3.0,0.0,0.191,7.0,180.0,0.286,49.56
3802837,Idrissa Gana Gueye,Paris Saint-Germain,6,1.409,9.0,0.0,0.235,19.0,444.0,0.286,56.18
3895302,Felix Agu,Werder Bremen,2,0.432,2.0,0.0,0.216,4.0,136.0,0.286,66.54
3813310,Wahengbam Angousana Luwang,East Bengal,3,0.238,3.0,0.0,0.079,7.0,75.0,0.286,34.31
3802984,Neymar da Silva Santos Junior,Paris Saint-Germain,6,1.276,10.0,1.0,0.213,25.0,402.0,0.286,83.07
3837954,Carlos Soler Barragán,Paris Saint-Germain,4,0.761,4.0,1.0,0.19,14.0,240.0,0.285,40.37
3817856,Kiyan Nassiri Giri,ATK Mohun Bagan,2,0.057,2.0,0.0,0.029,4.0,18.0,0.285,6.72
3817857,Jordan Murray,Jamshedpur,3,0.189,3.0,0.0,0.063,6.0,60.0,0.284,14.89
3837844,Juan Bernat Velasco,Paris Saint-Germain,2,0.139,2.0,1.0,0.069,3.0,44.0,0.284,4.31
3827338,Pritam Kotal,ATK Mohun Bagan,3,0.881,3.0,1.0,0.294,8.0,279.0,0.284,51.32
3813300,Adrián Nicolás Luna Retamar,Kerala Blasters,5,1.342,5.0,2.0,0.268,8.0,425.0,0.284,61.05
3837680,Alexander Nübel,AS Monaco,1,0.268,1.0,0.0,0.268,2.0,85.0,0.284,59.19
3813299,Parag Satish Shrivas,Bengaluru,2,0.101,2.0,0.0,0.051,5.0,32.0,0.284,18.02
3813269,Boris Singh Thangjam,Jamshedpur,3,0.256,4.0,0.0,0.085,6.0,81.0,0.284,19.3
3837885,Nuno Mendes,Paris Saint-Germain,6,1.418,6.0,1.0,0.236,15.0,450.0,0.284,64.53
3802837,Neymar da Silva Santos Junior,Paris Saint-Germain,8,2.163,11.0,1.0,0.27,25.0,688.0,0.283,86.24
3813297,Provat Lakra,NorthEast United,3,0.869,6.0,1.0,0.29,7.0,276.0,0.283,65.84
3837695,Achraf Hakimi Mouh,Paris Saint-Germain,7,2.005,11.0,1.0,0.286,24.0,637.0,0.283,62.84
3817861,Alan Henrique Costa,Bengaluru,1,0.066,1.0,0.0,0.066,1.0,21.0,0.283,4.88
3802699,Tiago Emanuel Embaló Djaló,Lille,2,0.572,3.0,0.0,0.286,3.0,182.0,0.283,38.87
3813284,Mandar Rao Desai,Mumbai City,4,1.164,4.0,2.0,0.291,10.0,372.0,0.282,69.68
3802948,Marco Verratti,Paris Saint-Germain,11,2.685,14.0,4.0,0.244,34.0,858.0,0.282,60.17
3837683,Brecht Dejaegere,Toulouse,4,0.163,4.0,0.0,0.041,9.0,52.0,0.282,20.28
3837683,Ado Onaiwu,Toulouse,3,0.141,3.0,0.0,0.047,9.0,45.0,0.282,17.54
3837885,Sergio Ramos García,Paris Saint-Germain,5,1.334,5.0,2.0,0.267,8.0,425.0,0.282,60.71
