match_id,team,player,passes_made,passes_received,total_pass_involvement,unique_receivers,unique_passers,degree_centrality,network_involvement_pct
3817862,Mumbai City,Cássio Gabriel Vilela Ferreira,35.0,47.0,82.0,9,7,16,18.89
3837680,Paris Saint-Germain,Renato Júnior Luz Sanches,42.0,40.0,82.0,8,8,16,12.41
3813309,Hyderabad,Hitesh Sharma,40.0,41.0,81.0,9,10,19,19.47
3813264,Hyderabad,Konsham Chinglensana Singh,40.0,41.0,81.0,10,9,19,27.74
3837771,Paris Saint-Germain,Nordi Mukiele Mulere,44.0,37.0,81.0,10,8,18,12.54
3802643,Strasbourg,Adrien Thomasson,41.0,40.0,81.0,9,9,18,19.8
3837695,Paris Saint-Germain,Kylian Mbappé Lottin,34.0,47.0,81.0,10,9,19,12.46
3895232,Bayer Leverkusen,Edmond Fayçal Tapsoba,40.0,41.0,81.0,10,10,20,21.77
3813314,Kerala Blasters,Bijoy Varghese,40.0,41.0,81.0,12,9,21,21.66
3895348,Augsburg,Mads Pedersen,47.0,34.0,81.0,13,8,21,23.41
3802643,Paris Saint-Germain,Danilo Luís Hélio Pereira,41.0,40.0,81.0,10,11,21,14.14
3895113,Wolfsburg,Ridle Bote Baku,40.0,41.0,81.0,10,8,18,21.66
3817880,Chennaiyin,Ariel Borysiuk,38.0,43.0,81.0,10,10,20,20.77
3802907,Paris Saint-Germain,Kylian Mbappé Lottin,33.0,48.0,81.0,9,10,19,13.78
3802902,Marseille,Boubacar Kamara,40.0,41.0,81.0,9,10,19,17.84
3837659,Montpellier,Théo Sainte-Luce,41.0,40.0,81.0,7,7,14,19.9
3802805,OGC Nice,Flavius Daniliuc,47.0,34.0,81.0,9,8,17,17.84
3813283,Bengaluru,Naorem Roshan Singh,42.0,39.0,81.0,13,8,21,25.39
3817859,NorthEast United,Zakaria Diallo,43.0,38.0,81.0,11,10,21,25.0
3817882,East Bengal,Adil Khan,42.0,39.0,81.0,10,7,17,23.28
3837963,Paris Saint-Germain,Vitor Machado Ferreira,40.0,41.0,81.0,11,10,21,14.62
3802805,OGC Nice,Pablo Paulino Rosario,41.0,40.0,81.0,11,12,23,17.84
3827336,ATK Mohun Bagan,Subhasish Bose,44.0,37.0,81.0,10,9,19,22.75
3827336,ATK Mohun Bagan,Pritam Kotal,45.0,36.0,81.0,9,10,19,22.75
3813300,Kerala Blasters,Marko Lešković,42.0,39.0,81.0,10,8,18,23.75
3813303,ATK Mohun Bagan,Ashutosh Mehta,43.0,38.0,81.0,11,13,24,23.21
3813272,Goa,Princeton Rebello,38.0,43.0,81.0,9,11,20,21.72
3817867,Mumbai City,Lalengmawia Ralte,38.0,43.0,81.0,11,10,21,27.0
3802676,Paris Saint-Germain,Nuno Mendes,44.0,37.0,81.0,6,9,15,11.62
3837876,Lille,Rémy Cabella,41.0,40.0,81.0,9,9,18,16.91
3817863,Goa,Alberto Noguera Ripoll,42.0,39.0,81.0,11,13,24,20.82
3813318,Mumbai City,Rahul Bheke,46.0,35.0,81.0,9,7,16,19.76
3895074,Bayer Leverkusen,Exequiel Alejandro Palacios,38.0,43.0,81.0,10,10,20,15.52
3895153,Bayer Leverkusen,Jeremie Frimpong,38.0,43.0,81.0,9,9,18,12.0
3837771,Troyes,Abdu Conté,39.0,42.0,81.0,7,9,16,26.82
3817879,Hyderabad,Asish Rai,41.0,40.0,81.0,10,12,22,23.55
3802665,Montpellier,Mihailo Ristić,40.0,41.0,81.0,9,11,20,28.93
3827767,Kerala Blasters,Harmanjot Singh Khabra,48.0,33.0,81.0,12,9,21,17.57
3895258,Bayer Leverkusen,Jonas Hofmann,38.0,43.0,81.0,9,10,19,10.23
3802683,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,34.0,47.0,81.0,9,8,17,16.17
3817870,Goa,Brandon Fernandes,36.0,45.0,81.0,10,12,22,18.75
3813301,Odisha,Lalruatthara Lalruatthara,49.0,31.0,80.0,6,8,14,20.62
3817899,Jamshedpur,Eli Sabia Filho,45.0,35.0,80.0,10,8,18,25.4
3817900,Chennaiyin,Rahim Ali,37.0,43.0,80.0,11,13,24,22.1
3813291,East Bengal,Bikash Jairu,43.0,37.0,80.0,11,10,21,19.56
3817882,Chennaiyin,Ariel Borysiuk,44.0,36.0,80.0,14,13,27,20.41
3813264,ATK Mohun Bagan,Hugo Adnan Boumous,38.0,42.0,80.0,12,12,24,21.86
3817882,Chennaiyin,Narayan Das,41.0,39.0,80.0,11,9,20,20.41
3817894,Goa,Anisa Anwar Ali,45.0,35.0,80.0,12,10,22,19.0
3817875,Goa,Iván Garrido González,41.0,39.0,80.0,9,11,20,17.74
3817880,Chennaiyin,Slavko Damjanović,44.0,36.0,80.0,10,7,17,20.51
3817860,Odisha,Víctor Mongil Adeva,43.0,37.0,80.0,12,10,22,26.58
3813278,Chennaiyin,Slavko Damjanović,43.0,37.0,80.0,8,9,17,25.24
3895333,Bayer Leverkusen,Granit Xhaka,38.0,42.0,80.0,10,11,21,21.45
3817891,Bengaluru,Naorem Roshan Singh,41.0,39.0,80.0,11,11,22,19.0
3827335,Jamshedpur,Greg Stewart,37.0,43.0,80.0,12,14,26,30.65
3813266,Goa,Alberto Noguera Ripoll,37.0,43.0,80.0,9,9,18,17.54
3802802,Stade de Reims,Azor Matusiwa,38.0,42.0,80.0,10,10,20,22.99
3813298,Jamshedpur,Laldinliana Renthlei,51.0,29.0,80.0,12,8,20,22.92
3817849,Mumbai City,Rahul Bheke,42.0,38.0,80.0,12,10,22,22.35
3802690,Paris Saint-Germain,Georginio Wijnaldum,39.0,41.0,80.0,9,9,18,10.68
3813269,Odisha,Isaac Vanmalsawma Chhakchhuak,32.0,48.0,80.0,13,14,27,22.28
3817897,Kerala Blasters,Marko Lešković,43.0,37.0,80.0,11,9,20,24.69
3802685,Lens,Facundo Axel Medina,43.0,37.0,80.0,8,9,17,23.39
3802643,Strasbourg,Dimitri Liénard,37.0,42.0,79.0,12,10,22,19.32
3837727,OGC Nice,Pablo Paulino Rosario,42.0,37.0,79.0,11,10,21,17.71
3817894,Goa,Iván Garrido González,40.0,39.0,79.0,10,10,20,18.76
3895302,Bayer Leverkusen,Piero Martín Hincapié Reyna,38.0,41.0,79.0,8,10,18,13.53
3895060,Borussia Mönchengladbach,Alassane Pléa,32.0,47.0,79.0,12,13,25,19.13
3838017,Clermont Foot,Mateusz Wieteska,42.0,37.0,79.0,10,10,20,18.46
3895153,Werder Bremen,Marco Friedl,45.0,34.0,79.0,11,8,19,18.41
3817880,Chennaiyin,Rahim Ali,33.0,46.0,79.0,8,8,16,20.26
3895302,Werder Bremen,Michael Zetterer,43.0,36.0,79.0,13,6,19,17.71
3817889,Chennaiyin,Salam Ranjan Singh,42.0,37.0,79.0,9,9,18,21.07
3817891,Bengaluru,Sunil Chhetri,36.0,43.0,79.0,10,13,23,18.76
3827338,ATK Mohun Bagan,Subhasish Bose,44.0,35.0,79.0,9,10,19,18.68
3802696,Paris Saint-Germain,Georginio Wijnaldum,37.0,42.0,79.0,7,10,17,11.67
3817876,NorthEast United,Provat Lakra,44.0,35.0,79.0,11,10,21,25.82
3813300,Kerala Blasters,Enes Sipović,43.0,36.0,79.0,7,8,15,23.17
3895320,Bayer Leverkusen,Edmond Fayçal Tapsoba,44.0,35.0,79.0,12,10,22,18.59
3895333,Bayer Leverkusen,Odilon Kossonou,39.0,40.0,79.0,9,9,18,21.18
3813312,Mumbai City,Cássio Gabriel Vilela Ferreira,34.0,45.0,79.0,8,10,18,18.12
3813295,Hyderabad,Akash Mishra,41.0,38.0,79.0,13,9,22,21.76
3813273,Mumbai City,Amey Ganesh Ranawade,43.0,36.0,79.0,9,9,18,18.94
3817876,Chennaiyin,Narayan Das,42.0,37.0,79.0,8,8,16,22.77
3813303,ATK Mohun Bagan,Carl Gerard McHugh,41.0,38.0,79.0,14,11,25,22.64
3895340,Bayer Leverkusen,Arthur Augusto de Matos Soares,41.0,38.0,79.0,10,10,20,13.62
3837998,Paris Saint-Germain,Vitor Machado Ferreira,38.0,41.0,79.0,10,11,21,11.13
3817852,Mumbai City,Lalengmawia Ralte,42.0,37.0,79.0,12,11,23,22.64
3817895,Goa,Jorge Ortiz Mendoza,35.0,44.0,79.0,8,10,18,13.17
3803000,Clermont Foot,Akim Zedadka,41.0,38.0,79.0,8,8,16,21.76
3813269,Odisha,Paul Ramfangzauva,36.0,43.0,79.0,11,11,22,22.01
3802902,Paris Saint-Germain,Nuno Mendes,41.0,38.0,79.0,6,9,15,16.12
3837650,Paris Saint-Germain,Nuno Mendes,36.0,43.0,79.0,7,10,17,12.46
3817883,Bengaluru,Pratik Prabhakar Chaudhari,40.0,39.0,79.0,9,9,18,24.16
3813269,Odisha,Jonathas Cristian de Jesus,34.0,45.0,79.0,9,13,22,22.01
3817866,Mumbai City,Cássio Gabriel Vilela Ferreira,40.0,39.0,79.0,10,10,20,25.24
3817870,Goa,Iván Garrido González,39.0,40.0,79.0,10,11,21,18.29
3895333,Eintracht Frankfurt,Ellyes Joris Skhiri,43.0,36.0,79.0,10,9,19,16.6
3837695,Paris Saint-Germain,Marcos Aoás Corrêa,42.0,36.0,78.0,12,11,23,12.0
3837727,OGC Nice,Mario Lemina,39.0,39.0,78.0,10,11,21,17.49
3813314,Kerala Blasters,Jessel Carneiro,42.0,36.0,78.0,9,10,19,20.86
3837885,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,32.0,46.0,78.0,7,10,17,21.37
3817855,ATK Mohun Bagan,Sandesh Jhingan,42.0,36.0,78.0,11,9,20,19.9
3895180,Bayer Leverkusen,Jeremie Frimpong,35.0,43.0,78.0,9,9,18,11.42
3817892,ATK Mohun Bagan,Subhasish Bose,41.0,37.0,78.0,13,12,25,17.89
3837747,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,33.0,45.0,78.0,9,9,18,15.98
3813294,Chennaiyin,Keisham Reagan Singh,43.0,35.0,78.0,10,6,16,21.91
3817882,East Bengal,Sourav Das,42.0,36.0,78.0,9,10,19,22.41
3837902,Stade Brestois,Pierre Lees Melou,46.0,32.0,78.0,12,12,24,23.64
3827338,Hyderabad,João Victor de Albuquerque Bruno,39.0,39.0,78.0,9,7,16,23.21
3837827,Rennes,Lesley Chimuanya Ugochukwu,38.0,40.0,78.0,10,8,18,24.76
3813273,Mumbai City,Vignesh Dakshinamurthy,41.0,37.0,78.0,10,7,17,18.71
3802839,Nantes,Pedro Chirivella Burgos,39.0,39.0,78.0,9,9,18,33.91
3813302,NorthEast United,Suhair Vadakkepeedika,32.0,46.0,78.0,9,10,19,22.41
3895250,Bayer Leverkusen,Jeremie Frimpong,38.0,40.0,78.0,7,8,15,12.54
3802795,Paris Saint-Germain,Kylian Mbappé Lottin,31.0,47.0,78.0,9,10,19,11.85
3817890,Goa,Leander D''Cunha,43.0,35.0,78.0,8,9,17,18.62
3837876,Lille,Bafodé Diakité,43.0,35.0,78.0,10,9,19,16.28
3895167,Bayer Leverkusen,Jonathan Tah,42.0,36.0,78.0,8,8,16,16.32
3813268,ATK Mohun Bagan,Lenny Rodrigues,39.0,39.0,78.0,12,11,23,23.71
3817897,Kerala Blasters,Sanjeev Stalin,43.0,35.0,78.0,11,10,21,24.07
3802902,Paris Saint-Germain,Marco Verratti,41.0,37.0,78.0,9,9,18,15.92
3837771,Troyes,Rominigue Kouamé N''Guessan,40.0,38.0,78.0,9,10,19,25.83
3817862,Mumbai City,Serigne Mourtada Fall,39.0,39.0,78.0,8,8,16,17.97
3817893,East Bengal,Francisco José Sota Bernard,35.0,42.0,77.0,10,11,21,22.65
3817873,NorthEast United,Gurjinder Kumar,45.0,32.0,77.0,11,8,19,26.19
3817878,Hyderabad,João Victor de Albuquerque Bruno,44.0,33.0,77.0,11,9,20,25.5
3802983,Paris Saint-Germain,Achraf Hakimi Mouh,41.0,36.0,77.0,9,9,18,17.07
3817889,Chennaiyin,Jerry Lalrinzuala,44.0,33.0,77.0,9,9,18,20.53
3813295,Hyderabad,Konsham Chinglensana Singh,38.0,39.0,77.0,11,9,20,21.21
3802818,Lorient,Enzo Le Fée,35.0,42.0,77.0,8,10,18,23.99
3817865,NorthEast United,Mashoor Shereef Thangalakath,36.0,41.0,77.0,11,8,19,21.15
3837963,Lorient,Darlin Zidane Yongwa Ngameni,36.0,41.0,77.0,9,8,17,15.78
3837876,Lille,Tiago Emanuel Embaló Djaló,39.0,38.0,77.0,9,9,18,16.08
3817896,Odisha,Francisco Javier Hernández González,39.0,38.0,77.0,10,12,22,19.15
3813299,Bengaluru,Alan Henrique Costa,39.0,38.0,77.0,11,9,20,27.11
3813290,Hyderabad,João Victor de Albuquerque Bruno,41.0,36.0,77.0,12,13,25,25.08
3817852,Mumbai City,Serigne Mourtada Fall,46.0,31.0,77.0,10,8,18,22.06
3817860,Hyderabad,Joel Joseph Chianese,40.0,37.0,77.0,13,12,25,25.0
3813271,Goa,Saviour Gama,39.0,38.0,77.0,11,11,22,18.51
3802685,Lens,Przemysław Frankowski,38.0,39.0,77.0,9,9,18,22.51
3813271,Goa,Glan Martins,34.0,43.0,77.0,9,9,18,18.51
3817860,Hyderabad,Asish Rai,43.0,34.0,77.0,9,10,19,25.0
3837683,Toulouse,Moussa Diarra,39.0,38.0,77.0,11,9,20,22.99
3802696,Stade de Reims,Yunis Abdelhamid,36.0,41.0,77.0,10,11,21,24.92
3802685,Lens,Cheick Oumar Doucoure,43.0,34.0,77.0,11,10,21,22.51
3837680,Paris Saint-Germain,Nuno Mendes,41.0,36.0,77.0,8,9,17,11.65
3813304,Hyderabad,Akash Mishra,41.0,36.0,77.0,14,12,26,19.2
3813293,Bengaluru,Suresh Singh Wangjam,35.0,41.0,76.0,9,10,19,15.2
3813280,Chennaiyin,Anirudh Thapa,38.0,38.0,76.0,9,11,20,19.69
3895232,Bayer Leverkusen,Piero Martín Hincapié Reyna,36.0,40.0,76.0,9,10,19,20.43
3895074,Bayern Munich,Leroy Sané,35.0,41.0,76.0,11,10,21,13.94
3813309,Hyderabad,Eduardo García Martín,36.0,40.0,76.0,11,10,21,18.27
3813309,Hyderabad,Asish Rai,41.0,35.0,76.0,12,12,24,18.27
3813280,Chennaiyin,Ariel Borysiuk,40.0,36.0,76.0,8,10,18,19.69
3827767,Hyderabad,Konsham Chinglensana Singh,40.0,36.0,76.0,14,8,22,20.6
3817882,Chennaiyin,Anirudh Thapa,35.0,41.0,76.0,11,11,22,19.39
3837876,Paris Saint-Germain,Fabián Ruiz Peña,38.0,38.0,76.0,9,9,18,18.45
3813289,Bengaluru,Bruno Edgar Silva Almeida,39.0,37.0,76.0,8,11,19,17.47
3817878,Hyderabad,Konsham Chinglensana Singh,40.0,36.0,76.0,11,10,21,25.17
3817889,ATK Mohun Bagan,Deepak Tangri,37.0,39.0,76.0,10,10,20,13.82
3813306,ATK Mohun Bagan,Subhasish Bose,39.0,37.0,76.0,10,9,19,19.1
3802818,Paris Saint-Germain,Leandro Daniel Paredes,40.0,36.0,76.0,9,10,19,11.08
3813294,Chennaiyin,Slavko Damjanović,40.0,36.0,76.0,9,9,18,21.35
3817859,NorthEast United,Pragyan Sundar Gogoi,35.0,41.0,76.0,10,11,21,23.46
3817860,Odisha,Liridon Krasniqi,36.0,40.0,76.0,11,12,23,25.25
3837902,Stade Brestois,Romain Del Castillo,34.0,42.0,76.0,8,10,18,23.03
3813291,ATK Mohun Bagan,Pritam Kotal,41.0,35.0,76.0,11,8,19,21.84
3827338,ATK Mohun Bagan,Pritam Kotal,45.0,31.0,76.0,12,10,22,17.97
3817849,Mumbai City,Serigne Mourtada Fall,42.0,34.0,76.0,9,9,18,21.23
3817863,Goa,Jorge Ortiz Mendoza,32.0,44.0,76.0,8,12,20,19.54
3817902,Kerala Blasters,Lalthathanga Khawlhring,38.0,38.0,76.0,8,10,18,25.08
3895348,Bayer Leverkusen,Alejandro Grimaldo García,38.0,38.0,76.0,7,7,14,10.84
3813308,Goa,Seriton Fernandes,42.0,34.0,76.0,11,12,23,17.51
3817869,Hyderabad,João Victor de Albuquerque Bruno,43.0,33.0,76.0,11,13,24,34.7
3802904,Bordeaux,Marcelo Antônio Guedes Filho,41.0,35.0,76.0,11,9,20,18.1
3802904,Bordeaux,Jean Emile Junior Onana Onana,37.0,39.0,76.0,10,9,19,18.1
3895095,FSV Mainz 05,Dominik Kohr,38.0,38.0,76.0,9,10,19,17.88
3813313,Odisha,Liridon Krasniqi,40.0,36.0,76.0,8,10,18,24.28
3813316,Goa,Glan Martins,39.0,37.0,76.0,8,10,18,16.59
3837683,Toulouse,Mikkel Desler,38.0,38.0,76.0,6,9,15,22.69
3813313,Odisha,Sahil Panwar,39.0,37.0,76.0,9,10,19,24.28
3895107,FC Köln,Leart Paqarada,39.0,37.0,76.0,13,10,23,21.41
3837650,Clermont Foot,Alidu Seidu,42.0,34.0,76.0,10,10,20,20.38
3895180,Eintracht Frankfurt,Hugo Larsson,42.0,34.0,76.0,10,10,20,18.86
3837650,Clermont Foot,Maxime Gonalons,41.0,35.0,76.0,10,9,19,20.38
3837695,Nantes,Samuel Moutoussamy,39.0,36.0,75.0,9,10,19,17.99
3895060,Borussia Mönchengladbach,Franck Honorat,39.0,36.0,75.0,9,9,18,18.16
3837885,Paris Saint-Germain,Marcos Aoás Corrêa,47.0,28.0,75.0,12,9,21,20.55
3813275,Jamshedpur,Greg Stewart,28.0,47.0,75.0,8,10,18,31.65
3813278,Kerala Blasters,Harmanjot Singh Khabra,43.0,32.0,75.0,11,9,20,22.12
3802983,Marseille,Gerson Santos da Silva,39.0,36.0,75.0,7,9,16,12.3
3837998,Auxerre,Rayan Ny Aina Arnaldo Raveloson,40.0,35.0,75.0,11,9,20,18.8
3837717,Lyon,Karl Brillant Toko Ekambi,35.0,40.0,75.0,9,11,20,19.89
3817868,Chennaiyin,Slavko Damjanović,40.0,35.0,75.0,10,11,21,18.8
3813311,Chennaiyin,Vladimir Koman Jr.,36.0,39.0,75.0,8,10,18,33.19
3802805,OGC Nice,Khéphren Thuram-Ulien,37.0,38.0,75.0,9,10,19,16.52
3817855,ATK Mohun Bagan,Pritam Kotal,37.0,38.0,75.0,10,11,21,19.13
3802907,Lille,Mehmet Zeki Çelik,37.0,38.0,75.0,8,7,15,18.7
3895158,Bayer Leverkusen,Jeremie Frimpong,34.0,41.0,75.0,10,9,19,12.34
3827338,ATK Mohun Bagan,Liston Colaco,29.0,46.0,75.0,9,12,21,17.73
3895275,Freiburg,Manuel Gulde,39.0,36.0,75.0,11,8,19,25.6
3813266,Goa,Aibanbha Kupar Dohling,42.0,33.0,75.0,7,9,16,16.45
3895095,Bayer Leverkusen,Jonas Hofmann,34.0,41.0,75.0,10,10,20,13.61
3817896,Odisha,Lalruatthara Lalruatthara,40.0,35.0,75.0,8,10,18,18.66
3817854,Bengaluru,Sunil Chhetri,35.0,40.0,75.0,12,13,25,19.95
3837683,Toulouse,Branco van den Boomen,36.0,39.0,75.0,10,10,20,22.39
3813304,Hyderabad,Hitesh Sharma,38.0,37.0,75.0,10,11,21,18.7
3837859,Toulouse,Stijn Spierings,39.0,36.0,75.0,12,11,23,20.95
3802984,Nantes,Samuel Moutoussamy,41.0,33.0,74.0,11,10,21,20.5
3813301,Odisha,Gaurav Bora,38.0,36.0,74.0,11,7,18,19.07
3837928,Paris Saint-Germain,El Chadaille Bitshiabu,37.0,37.0,74.0,9,9,18,11.51
3813311,Jamshedpur,Laldinliana Renthlei,40.0,34.0,74.0,10,10,20,20.5
3817856,ATK Mohun Bagan,Liston Colaco,32.0,42.0,74.0,10,12,22,18.09
3895086,FC Heidenheim,Tim Siersleben,37.0,37.0,74.0,10,10,20,26.81
3817884,Hyderabad,Juan Antonio González Fernández,38.0,36.0,74.0,10,8,18,26.15
3813265,Mumbai City,Cássio Gabriel Vilela Ferreira,30.0,44.0,74.0,9,9,18,17.33
3813265,Mumbai City,Serigne Mourtada Fall,38.0,36.0,74.0,9,7,16,17.33
3817868,Chennaiyin,Vladimir Koman Jr.,35.0,39.0,74.0,10,10,20,18.55
3813278,Chennaiyin,Narayan Das,35.0,39.0,74.0,9,8,17,23.34
3895292,Union Berlin,Kevin Vogt,40.0,34.0,74.0,11,11,22,26.33
3817869,Bengaluru,Naorem Roshan Singh,40.0,34.0,74.0,13,11,24,20.61
3895158,Bayer Leverkusen,Jonathan Tah,42.0,32.0,74.0,11,9,20,12.17
3817855,ATK Mohun Bagan,Lenny Rodrigues,38.0,36.0,74.0,7,10,17,18.88
3817882,East Bengal,Wahengbam Angousana Luwang,39.0,35.0,74.0,11,11,22,21.26
3817865,NorthEast United,Gurjinder Kumar,39.0,35.0,74.0,11,9,20,20.33
3817886,Kerala Blasters,Nishu Kumar Tashni,39.0,35.0,74.0,10,8,18,24.5
3813281,Chennaiyin,Anirudh Thapa,37.0,37.0,74.0,8,8,16,21.26
3817863,Goa,Princeton Rebello,39.0,35.0,74.0,9,10,19,19.02
3813272,Goa,Iván Garrido González,40.0,34.0,74.0,10,9,19,19.84
3837785,Auxerre,Birama Touré,40.0,34.0,74.0,13,11,24,18.55
3895107,FC Köln,Rasmus Carstensen,34.0,40.0,74.0,7,11,18,20.85
3802904,Paris Saint-Germain,Kylian Mbappé Lottin,29.0,45.0,74.0,10,9,19,12.44
3817870,Goa,Makan Winkle Chote,32.0,42.0,74.0,11,10,21,17.13
3817866,Mumbai City,Mehtab Singh,40.0,34.0,74.0,10,9,19,23.64
3838004,Strasbourg,Lucas Perrin,36.0,37.0,73.0,9,9,18,20.86
3895052,Bayer Leverkusen,Odilon Kossonou,43.0,30.0,73.0,11,7,18,18.43
3817851,Kerala Blasters,Nishu Kumar Tashni,39.0,34.0,73.0,9,9,18,19.06
3817884,ATK Mohun Bagan,Pritam Kotal,39.0,34.0,73.0,10,11,21,21.66
3838017,Paris Saint-Germain,Vitor Machado Ferreira,38.0,35.0,73.0,8,10,18,13.88
3837695,Nantes,Nicolas Pallois,40.0,33.0,73.0,11,8,19,17.51
3813276,NorthEast United,Imran Khan,38.0,35.0,73.0,9,10,19,21.53
3895302,Bayer Leverkusen,Jonas Hofmann,37.0,36.0,73.0,11,11,22,12.5
3837827,Paris Saint-Germain,Juan Bernat Velasco,39.0,34.0,73.0,11,10,21,11.51
3813296,Kerala Blasters,Jessel Carneiro,40.0,33.0,73.0,11,11,22,24.33
3817889,ATK Mohun Bagan,Subhasish Bose,37.0,36.0,73.0,8,10,18,13.27
3817871,Hyderabad,João Victor de Albuquerque Bruno,39.0,34.0,73.0,12,11,23,26.64
3813281,ATK Mohun Bagan,Hugo Adnan Boumous,33.0,40.0,73.0,10,10,20,25.8
3817892,ATK Mohun Bagan,Joni Ensio Kauko,37.0,36.0,73.0,12,11,23,16.74
3895244,FC Heidenheim,Patrick Mainka,40.0,33.0,73.0,12,9,21,24.66
3827335,Jamshedpur,Ricky Lallawmawma,38.0,35.0,73.0,11,11,22,27.97
3802795,Rennes,Hamari Traoré,38.0,35.0,73.0,9,8,17,20.45
3813298,Jamshedpur,Jitendra Singh,32.0,41.0,73.0,8,11,19,20.92
3837662,Lille,Jonas Martin,35.0,38.0,73.0,9,11,20,14.07
3813303,ATK Mohun Bagan,Pritam Kotal,38.0,35.0,73.0,10,8,18,20.92
3817896,Odisha,Paul Ramfangzauva,35.0,38.0,73.0,8,8,16,18.16
3817851,Odisha,Sahil Panwar,36.0,37.0,73.0,9,11,20,21.99
3817887,Hyderabad,Joel Joseph Chianese,33.0,40.0,73.0,10,10,20,29.2
3817879,Hyderabad,Juan Antonio González Fernández,40.0,33.0,73.0,10,6,16,21.22
3817878,East Bengal,Amarjit Singh Kiyam Singh,41.0,32.0,73.0,12,11,23,22.96
3895067,Bayer Leverkusen,Victor Okoh Boniface,27.0,46.0,73.0,12,12,24,9.88
3895182,Bayer Leverkusen,Jonas Hofmann,33.0,40.0,73.0,9,10,19,10.64
3817864,Mumbai City,Mehtab Singh,38.0,35.0,73.0,10,7,17,24.5
3817864,Mumbai City,Ahmed Jahouh,33.0,40.0,73.0,11,10,21,24.5
3837859,Toulouse,Rasmus Nicolaisen,38.0,35.0,73.0,11,8,19,20.39
3838004,Strasbourg,Ibrahima Sissoko,38.0,34.0,72.0,11,9,20,20.57
3813280,Chennaiyin,Narayan Das,37.0,35.0,72.0,11,8,19,18.65
3813303,Goa,Dylan Fox,38.0,34.0,72.0,8,10,18,16.98
3895060,Borussia Mönchengladbach,Ko Itakura,37.0,35.0,72.0,8,8,16,17.43
3817873,NorthEast United,Hernán Daniel Santana Trujillo,38.0,34.0,72.0,10,10,20,24.49
3802699,Paris Saint-Germain,Thilo Kehrer,39.0,33.0,72.0,7,9,16,12.86
3802709,Paris Saint-Germain,Kylian Mbappé Lottin,31.0,41.0,72.0,9,9,18,12.12
3817862,Odisha,Sahil Panwar,42.0,30.0,72.0,9,8,17,23.92
3813282,Mumbai City,Cássio Gabriel Vilela Ferreira,32.0,40.0,72.0,10,10,20,20.63
3895244,FC Heidenheim,Omar Haktab Traorè,39.0,33.0,72.0,11,10,21,24.32
3837747,Paris Saint-Germain,Kylian Mbappé Lottin,29.0,43.0,72.0,8,8,16,14.75
3817855,ATK Mohun Bagan,Joni Ensio Kauko,31.0,41.0,72.0,12,10,22,18.37
3817895,Chennaiyin,Narayan Das,35.0,37.0,72.0,9,10,19,23.92
3813281,Chennaiyin,Narayan Das,38.0,34.0,72.0,8,9,17,20.69
3817876,Chennaiyin,Vladimir Koman Jr.,36.0,36.0,72.0,7,9,16,20.75
3813272,Goa,Mohamed Ali,34.0,38.0,72.0,8,7,15,19.3
3802839,Nantes,Quentin Merlin,37.0,35.0,72.0,8,9,17,31.3
3802795,Paris Saint-Germain,Xavi Simons,33.0,39.0,72.0,7,8,15,10.94
3802709,Saint-Étienne,Timothée Kolodziejczak,36.0,36.0,72.0,12,11,23,21.88
3837680,AS Monaco,Caio Henrique Oliveira Silva,37.0,35.0,72.0,9,7,16,24.66
3895107,FC Köln,Marvin Schwäbe,38.0,34.0,72.0,10,7,17,20.28
3837918,Rennes,Christopher Wooh,38.0,34.0,72.0,8,7,15,18.85
3817872,Odisha,Sahil Panwar,43.0,29.0,72.0,12,9,21,24.91
3813271,Goa,Aibanbha Kupar Dohling,44.0,28.0,72.0,10,8,18,17.31
3817872,Odisha,Francisco Javier Hernández González,30.0,42.0,72.0,11,14,25,24.91
3817898,Goa,Aibanbha Kupar Dohling,39.0,33.0,72.0,9,11,20,17.1
3813300,Odisha,Lalruatthara Lalruatthara,39.0,33.0,72.0,10,9,19,25.81
3837771,Troyes,Yoann Salmier,38.0,34.0,72.0,7,11,18,23.84
3837650,Clermont Foot,Florent Ogier,36.0,36.0,72.0,8,7,15,19.3
3817866,Mumbai City,Serigne Mourtada Fall,41.0,31.0,72.0,11,8,19,23.0
3895180,Eintracht Frankfurt,Niels Nkounkou,37.0,35.0,72.0,10,11,21,17.87
3817880,Odisha,Gaurav Bora,37.0,34.0,71.0,9,8,17,27.41
3813279,Chennaiyin,Anirudh Thapa,36.0,35.0,71.0,9,11,20,16.71
3817893,East Bengal,Franjo Prce,41.0,30.0,71.0,14,9,23,20.88
3837928,Paris Saint-Germain,Fabián Ruiz Peña,39.0,32.0,71.0,10,9,19,11.04
3817899,Jamshedpur,Alexandre Monteiro de Lima,39.0,32.0,71.0,12,11,23,22.54
3895052,RB Leipzig,Janis Blaswich,43.0,28.0,71.0,8,5,13,13.87
3817884,Hyderabad,Konsham Chinglensana Singh,34.0,37.0,71.0,11,10,21,25.09
3817868,Chennaiyin,Keisham Reagan Singh,37.0,34.0,71.0,9,9,18,17.79
3817893,NorthEast United,Marco Sahanek,32.0,39.0,71.0,11,11,22,23.36
3827338,Hyderabad,Souvik Chakrabarti,38.0,33.0,71.0,8,8,16,21.13
