player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Darwin Gabriel Núñez Ribeiro,Uruguay,3857270,5,0.723,0.145,7.0,355.0,0.183
Marcos Aoás Corrêa,Brazil,3857280,3,0.274,0.091,12.0,135.0,0.183
Stefan Posch,Austria,3930165,1,0.198,0.198,2.0,97.0,0.183
Salis Abdul Samed,Ghana,3857298,3,0.531,0.177,8.0,261.0,0.183
Daley Blind,Netherlands,3857294,5,1.352,0.193,28.0,665.0,0.183
Philip Foden,England,3857261,3,0.565,0.188,5.0,279.0,0.182
Marcos Aoás Corrêa,Brazil,3939983,6,1.469,0.184,33.0,728.0,0.182
Marco Asensio Willemsen,Spain,3857263,3,0.388,0.129,5.0,192.0,0.182
Ousmane Dembélé,France,3942752,3,0.474,0.158,6.0,234.0,0.182
Luke Shaw,England,3857271,8,1.552,0.194,31.0,768.0,0.182
Jonas Hofmann,Germany,3857284,2,0.12,0.06,5.0,60.0,0.181
Lawrence Ati-Zigi,Ghana,3857299,1,0.201,0.201,1.0,100.0,0.181
Mathías Olivera Miramontes,Uruguay,3942852,3,0.272,0.091,5.0,135.0,0.181
Christian Dannemann Eriksen,Denmark,3930162,2,0.551,0.184,9.0,273.0,0.181
Taras Stepanenko,Ukraine,3938645,2,0.088,0.044,8.0,44.0,0.181
Kyle Walker,England,3857261,4,0.451,0.113,16.0,224.0,0.181
Rodrigo Hernández Cascante,Spain,3930160,3,0.506,0.169,10.0,252.0,0.181
Waldemar Anton,Germany,3942226,3,0.205,0.068,9.0,102.0,0.181
Piotr Zieliński,Poland,3938641,4,0.866,0.173,13.0,430.0,0.181
Ricardo Iván Rodríguez Araya,Switzerland,3930159,6,1.143,0.19,22.0,570.0,0.18
Federico Santiago Valverde Dipetta,Uruguay,3857270,3,0.592,0.197,3.0,297.0,0.179
Mehdi Torabi,Iran,3857273,2,0.159,0.04,14.0,80.0,0.179
Manuel Neuer,Germany,3857292,6,1.155,0.192,8.0,582.0,0.179
Vinícius José Paixão de Oliveira Júnior,Brazil,3939983,3,0.887,0.177,14.0,445.0,0.179
Daley Blind,Netherlands,3857285,3,0.771,0.193,6.0,388.0,0.179
Alan Steve Minda García,Ecuador,3939980,1,0.052,0.052,2.0,26.0,0.179
İlkay Gündoğan,Germany,3857292,9,0.933,0.104,31.0,468.0,0.179
Yannick Ferreira Carrasco,Belgium,3930164,6,1.155,0.165,29.0,581.0,0.179
Abdulelah Al Amri,Saudi Arabia,3857260,3,0.568,0.189,4.0,285.0,0.179
Ondřej Lingr,Czech Republic,3930166,2,0.254,0.064,6.0,128.0,0.179
Gabriel Fernando de Jesus,Brazil,3857280,1,0.124,0.124,1.0,63.0,0.178
Liam Millar,Canada,3939978,1,0.107,0.107,4.0,54.0,0.178
Guillermo Varela Olivera,Uruguay,3857270,3,0.583,0.194,7.0,297.0,0.177
Mauricio Aníbal Isla Isla,Chile,3939970,3,0.722,0.18,16.0,368.0,0.177
László Bénes,Slovakia,3941017,1,0.073,0.073,2.0,37.0,0.177
Assim Omer Al Haj Madibo,Qatar,3857301,4,0.714,0.178,12.0,364.0,0.177
Chris Richards,United States,3939974,9,1.825,0.183,28.0,930.0,0.177
Bernardo Mota Veiga de Carvalho e Silva,Portugal,3930174,6,1.107,0.184,12.0,564.0,0.177
Robert Skov,Denmark,3857257,4,0.237,0.047,12.0,120.0,0.177
Illia Zabarnyi,Ukraine,3938640,5,0.904,0.181,28.0,460.0,0.177
Scott McKenna,Scotland,3930169,1,0.183,0.061,18.0,93.0,0.177
Éderson José dos Santos Lourenço da Silva,Brazil,3939991,1,0.041,0.041,1.0,21.0,0.176
Serge Gnabry,Germany,3857292,7,1.505,0.188,18.0,768.0,0.176
Exequiel Alejandro Palacios,Argentina,3857289,1,0.051,0.051,3.0,26.0,0.176
Marcus Thuram,France,3941019,2,0.237,0.119,3.0,122.0,0.175
Ángel Fabián Di María Hernández,Argentina,3943077,2,0.448,0.224,3.0,230.0,0.175
Claudio Andrés Bravo Muñoz,Chile,3939970,3,0.717,0.179,7.0,368.0,0.175
Ali Karimi,Iran,3857273,1,0.062,0.031,4.0,32.0,0.175
Pablo Martín Páez Gavira,Spain,3857291,6,1.141,0.19,26.0,588.0,0.175
Silvan Widmer,Switzerland,3930159,6,0.772,0.129,10.0,396.0,0.175
Yangel Clemente Herrera Ravelo,Venezuela,3939972,2,0.526,0.175,17.0,273.0,0.174
Jamal Musiala,Germany,3857292,9,2.106,0.191,37.0,1089.0,0.174
Marcos Javier Acuña,Argentina,3857264,5,0.895,0.112,28.0,464.0,0.174
Nathan Aké,Netherlands,3857294,5,1.287,0.184,25.0,665.0,0.174
Johan Alberto Venegas Ulloa,Costa Rica,3857292,1,0.141,0.141,2.0,73.0,0.174
Mateo Kovačić,Croatia,3857281,5,0.779,0.156,11.0,405.0,0.173
Matías David Espinoza Acosta,Paraguay,3939975,1,0.185,0.185,1.0,96.0,0.173
José Salomón Rondón Giménez,Venezuela,3939987,1,0.307,0.153,6.0,160.0,0.173
Jerdy Schouten,Netherlands,3930180,3,0.553,0.184,8.0,288.0,0.173
Fabian Lukas Schär,Switzerland,3857256,7,1.496,0.187,19.0,784.0,0.172
Pablo Martín Páez Gavira,Spain,3857263,3,0.373,0.124,10.0,195.0,0.172
Ko Itakura,Japan,3857284,2,0.528,0.176,7.0,276.0,0.172
Philipp Lienhart,Austria,3941022,5,0.584,0.117,17.0,305.0,0.172
Jin-Su Kim,South Korea,3857287,2,0.359,0.18,5.0,188.0,0.172
Jurriën David Norman Timber,Netherlands,3857294,5,1.287,0.184,30.0,672.0,0.172
Manuel Obafemi Akanji,Switzerland,3930159,6,1.09,0.182,38.0,570.0,0.172
Ousmane Dembélé,France,3942349,2,0.307,0.102,6.0,162.0,0.171
Luke Shaw,England,3869118,2,0.349,0.175,5.0,184.0,0.171
Granit Xhaka,Switzerland,3930159,6,1.093,0.182,32.0,576.0,0.171
Theo Bernard François Hernández,France,3857279,8,1.398,0.155,33.0,738.0,0.171
Álvaro Borja Morata Martín,Spain,3857255,1,0.104,0.104,1.0,55.0,0.17
Serge Gnabry,Germany,3857263,1,0.314,0.157,2.0,166.0,0.17
Renato Steffen,Switzerland,3857269,1,0.063,0.063,2.0,33.0,0.17
Pablo Martín Páez Gavira,Spain,3857255,5,0.632,0.126,29.0,335.0,0.17
Lutsharel Geertruida,Netherlands,3930180,3,0.545,0.182,5.0,288.0,0.17
Harry Kane,England,3869118,2,0.349,0.175,4.0,186.0,0.169
Stefan Posch,Austria,3930180,1,0.18,0.18,1.0,96.0,0.169
Leonidas Stergiou,Switzerland,3930159,1,0.053,0.053,1.0,28.0,0.169
Sergio Rochet Álvarez,Uruguay,3943076,1,0.238,0.238,1.0,127.0,0.169
Declan Rice,England,3930163,2,0.343,0.171,11.0,182.0,0.169
Youri Tielemans,Belgium,3857283,1,0.066,0.066,2.0,35.0,0.169
Min Jae Kim,South Korea,3857287,2,0.359,0.18,9.0,192.0,0.168
Marten de Roon,Netherlands,3869321,1,0.09,0.09,4.0,48.0,0.168
Memphis Depay,Netherlands,3941021,7,1.362,0.17,16.0,728.0,0.168
John Stones,England,3930163,2,0.343,0.171,10.0,184.0,0.168
Johan Andrés Mojica Palacio,Colombia,3939991,2,0.16,0.08,16.0,86.0,0.168
Armando Broja,Albania,3930179,2,0.19,0.063,4.0,102.0,0.168
Marcel Sabitzer,Austria,3930180,1,0.18,0.18,3.0,97.0,0.167
Josip Šutalo,Croatia,3930160,5,1.384,0.173,29.0,744.0,0.167
Damián Emiliano Martínez,Argentina,3939986,3,0.419,0.14,7.0,225.0,0.167
Daniel Amartey,Ghana,3857298,3,0.536,0.179,6.0,288.0,0.167
Sergio Rochet Álvarez,Uruguay,3939973,2,0.322,0.161,4.0,174.0,0.166
Andrei Florin Ratiu,Romania,3930175,3,0.486,0.162,4.0,264.0,0.166
Andrija Živković,Serbia,3930170,2,0.299,0.149,7.0,162.0,0.166
Daniel Olmo Carvajal,Spain,3857263,3,0.505,0.168,6.0,273.0,0.166
Yannick Ferreira Carrasco,Belgium,3857296,5,0.784,0.131,18.0,426.0,0.166
Camilo Andrés Vargas Gil,Colombia,3942852,2,0.351,0.175,3.0,190.0,0.166
Hassan Khalid Al Heidos,Qatar,3857301,3,0.397,0.132,7.0,216.0,0.165
Kasey Palmer,Jamaica,3939980,1,0.156,0.156,2.0,85.0,0.165
Firas Tariq Nasser Al Albirakan,Saudi Arabia,3857260,4,0.696,0.174,9.0,380.0,0.165
Rodrigo Javier De Paul,Argentina,3857300,6,1.326,0.189,27.0,721.0,0.165
Theo Bernard François Hernández,France,3869354,2,0.355,0.177,6.0,194.0,0.165
Zuriko Davitashvili,Georgia,3941018,1,0.053,0.053,2.0,29.0,0.164
Rey Manaj,Albania,3930167,1,0.153,0.153,2.0,84.0,0.164
Matěj Kovář,Czech Republic,3930184,2,0.207,0.069,5.0,114.0,0.164
Rúben Diogo Da Silva Neves,Portugal,3857262,4,0.465,0.116,14.0,256.0,0.164
John Stones,England,3857271,6,1.085,0.181,32.0,594.0,0.164
Milan Škriniar,Slovakia,3941017,3,0.649,0.216,16.0,357.0,0.164
Bruno Guimarães Rodriguez Moura,Brazil,3857280,1,0.076,0.076,1.0,42.0,0.164
Leander Dendoncker,Belgium,3857296,6,0.882,0.126,27.0,483.0,0.164
Ederson Santana de Moraes,Brazil,3857280,3,0.651,0.163,9.0,360.0,0.163
Khvicha Kvaratskhelia,Georgia,3938639,4,0.697,0.174,14.0,384.0,0.163
Eduardo Camavinga,France,3938643,3,0.224,0.056,10.0,124.0,0.163
Cyle Larin,Canada,3857281,1,0.081,0.081,2.0,45.0,0.163
Seung-Ho Paik,South Korea,3869253,2,0.105,0.053,3.0,58.0,0.163
Álvaro Borja Morata Martín,Spain,3943043,4,0.482,0.121,5.0,268.0,0.162
Youri Tielemans,Belgium,3938645,3,0.329,0.11,13.0,183.0,0.162
Jan Vertonghen,Belgium,3857268,2,0.331,0.166,9.0,184.0,0.162
Rey Manaj,Albania,3930161,1,0.031,0.031,2.0,17.0,0.162
Rúben Santos Gato Alves Dias,Portugal,3869254,6,0.996,0.166,17.0,558.0,0.161
Aymeric Laporte,Spain,3857263,3,0.489,0.163,18.0,273.0,0.161
André Ayew Pelé,Ghana,3857299,2,0.275,0.138,8.0,154.0,0.161
Eduardo Camavinga,France,3930165,1,0.048,0.048,1.0,27.0,0.161
Thomas Müller,Germany,3942226,4,0.321,0.08,10.0,180.0,0.161
Cristiano Ronaldo dos Santos Aveiro,Portugal,3857298,1,0.155,0.155,1.0,87.0,0.161
Stefan Mitrović,Serbia,3857259,2,0.14,0.07,7.0,78.0,0.161
Declan Rice,England,3857261,4,0.405,0.101,9.0,228.0,0.16
Przemysław Frankowski,Poland,3857297,2,0.33,0.165,4.0,186.0,0.16
Unai Simón Mendibil,Spain,3857263,3,0.489,0.163,7.0,276.0,0.16
Jordan Pickford,England,3930181,3,0.485,0.162,6.0,273.0,0.16
Ángel Fabián Di María Hernández,Argentina,3857264,5,0.71,0.101,27.0,399.0,0.16
Mattia Zaccagni,Italy,3940878,7,0.625,0.078,15.0,352.0,0.16
Ferdi Erenay Kadıoğlu,Turkey,3930174,3,0.483,0.161,6.0,273.0,0.159
Joshua Kimmich,Germany,3857292,13,2.448,0.175,65.0,1386.0,0.159
Ikoma Loïs Openda,Belgium,3941019,1,0.106,0.106,2.0,60.0,0.159
Luis Alberto Suárez Díaz,Uruguay,3857270,1,0.048,0.048,2.0,27.0,0.159
Folarin Balogun,United States,3939974,1,0.113,0.113,2.0,64.0,0.159
Marcus Thuram,France,3930173,4,0.508,0.127,10.0,288.0,0.159
Sergino Dest,United States,3869117,3,0.391,0.13,10.0,222.0,0.158
Young-Gwon Kim,South Korea,3857287,2,0.33,0.165,10.0,188.0,0.158
Álvaro Borja Morata Martín,Spain,3930179,2,0.07,0.035,3.0,40.0,0.158
Sergio Busquets i Burgos,Spain,3857263,3,0.489,0.163,9.0,279.0,0.158
César Azpilicueta Tanco,Spain,3857255,3,0.237,0.079,36.0,135.0,0.158
Koen Casteels,Belgium,3930164,5,0.972,0.162,21.0,552.0,0.158
Nouhou Tolo,Cameroon,3857259,2,0.305,0.152,2.0,174.0,0.158
Marcus Thuram,France,3942349,3,0.168,0.056,9.0,96.0,0.158
Philip Foden,England,3930181,3,0.461,0.154,8.0,264.0,0.157
José Diogo Dalot Teixeira,Portugal,3869254,4,0.651,0.163,9.0,372.0,0.157
Ivan Ilić,Serbia,3930170,5,0.822,0.164,16.0,470.0,0.157
Frederico Rodrigues Santos,Brazil,3857258,2,0.062,0.031,5.0,36.0,0.156
Tim Ream,United States,3939974,10,1.693,0.154,24.0,979.0,0.156
Abdülkerim Bardakcı,Turkey,3930174,3,0.474,0.158,5.0,273.0,0.156
Manuel Obafemi Akanji,Switzerland,3857256,6,1.204,0.172,20.0,693.0,0.156
Vincent Sierro,Switzerland,3930169,1,0.035,0.035,2.0,20.0,0.156
Kendall Jamaal Waston Manley,Costa Rica,3857292,2,0.325,0.163,2.0,188.0,0.156
Ylber Ramadani,Albania,3930167,5,0.729,0.146,15.0,420.0,0.156
Antonio Rüdiger,Germany,3857292,11,2.189,0.168,50.0,1274.0,0.155
Thomas Delaney,Denmark,3857254,1,0.152,0.076,2.0,88.0,0.155
Vladimír Coufal,Czech Republic,3930184,5,0.995,0.166,9.0,576.0,0.155
Ismael Koné,Canada,3857268,5,0.318,0.064,22.0,185.0,0.155
Richie Laryea,Canada,3857268,1,0.126,0.126,2.0,73.0,0.155
Bruno Miguel Borges Fernandes,Portugal,3869254,4,0.592,0.148,11.0,344.0,0.155
Andy Jorman Polo Andrade,Peru,3939970,2,0.275,0.137,3.0,160.0,0.155
Santiago Tomás Giménez,Mexico,3939971,2,0.228,0.114,3.0,132.0,0.155
Lucas Tolentino Coelho de Lima,Brazil,3869253,5,0.801,0.16,11.0,465.0,0.155
Abdul Rahman Baba,Ghana,3857298,4,0.677,0.169,9.0,392.0,0.155
Memphis Depay,Netherlands,3930180,4,0.646,0.161,7.0,376.0,0.155
Tijjani Reijnders,Netherlands,3930173,2,0.479,0.16,10.0,279.0,0.154
Adrien Rabiot,France,3869354,3,0.499,0.166,12.0,291.0,0.154
Alisson Ramsés Becker,Brazil,3942415,2,0.435,0.217,3.0,254.0,0.154
Alisson Ramsés Becker,Brazil,3939983,4,0.618,0.154,8.0,364.0,0.153
Daley Blind,Netherlands,3869117,1,0.162,0.162,3.0,95.0,0.153
Lovro Majer,Croatia,3869219,1,0.075,0.037,6.0,44.0,0.153
Christian Dannemann Eriksen,Denmark,3940983,4,0.638,0.159,12.0,376.0,0.153
Romelu Lukaku Menama,Belgium,3930164,4,0.817,0.163,8.0,480.0,0.153
César Azpilicueta Tanco,Spain,3857291,8,1.331,0.166,43.0,784.0,0.153
Julián Álvarez,Argentina,3857289,1,0.051,0.051,2.0,30.0,0.153
Kang-In Lee,South Korea,3857299,5,0.675,0.075,48.0,396.0,0.153
Saleh Khalid Al Shehri,Saudi Arabia,3857260,1,0.102,0.102,2.0,60.0,0.152
Jhon Adolfo Arias Andrade,Colombia,3939991,3,0.466,0.155,9.0,276.0,0.152
Konrad Laimer,Austria,3941022,4,0.432,0.108,13.0,256.0,0.152
Ricardo Jorge Luz Horta,Portugal,3869254,1,0.029,0.029,3.0,17.0,0.152
Ousmane Dembélé,France,3930173,4,0.488,0.122,21.0,288.0,0.152
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,3857259,2,0.293,0.146,4.0,174.0,0.152
Fabián Ruiz Peña,Spain,3943043,5,0.693,0.139,22.0,410.0,0.152
Daichi Kamada,Japan,3869219,3,0.607,0.121,16.0,360.0,0.152
Leandro Trossard,Belgium,3938645,3,0.304,0.101,8.0,180.0,0.152
Ismael Koné,Canada,3939969,3,0.568,0.142,6.0,336.0,0.152
Marin Pongracic,Croatia,3930160,6,1.39,0.154,23.0,828.0,0.151
Adam Obert,Slovakia,3938640,3,0.161,0.04,17.0,96.0,0.151
Brenden Aaronson,United States,3869117,2,0.097,0.049,6.0,58.0,0.151
José María Giménez de Vargas,Uruguay,3857293,1,0.167,0.167,2.0,100.0,0.151
Virgil van Dijk,Netherlands,3941021,4,0.773,0.155,31.0,460.0,0.151
Fabián Ruiz Peña,Spain,3930160,4,0.623,0.156,6.0,372.0,0.151
Leon Goretzka,Germany,3857263,1,0.314,0.157,2.0,188.0,0.151
Robert Andrich,Germany,3930158,3,0.24,0.08,7.0,144.0,0.15
Leroy Sané,Germany,3930158,1,0.05,0.05,12.0,30.0,0.15
Oleksandr Zinchenko,Ukraine,3938640,8,1.364,0.152,26.0,819.0,0.15
José Manuel Sagredo Chávez,Bolivia,3939989,4,0.625,0.156,14.0,376.0,0.15
Andries Noppert,Netherlands,3857285,2,0.489,0.163,5.0,294.0,0.15
Kalidou Koulibaly,Senegal,3869118,4,0.75,0.15,13.0,450.0,0.15
Andreas Evald Cornelius,Denmark,3857257,1,0.037,0.037,7.0,22.0,0.15
Aurélien Djani Tchouaméni,France,3869152,5,0.542,0.108,33.0,325.0,0.15
Diogo José Teixeira da Silva,Portugal,3930166,2,0.1,0.05,3.0,60.0,0.149
Mario Pašalić,Croatia,3930167,4,0.421,0.084,14.0,255.0,0.149
Stefan de Vrij,Netherlands,3930180,5,0.768,0.154,9.0,465.0,0.149
Marcos Javier Acuña,Argentina,3857300,4,0.218,0.055,6.0,132.0,0.149
Cristiano Ronaldo dos Santos Aveiro,Portugal,3857262,4,0.529,0.106,11.0,320.0,0.149
Bryan Oviedo,Costa Rica,3857292,1,0.141,0.141,2.0,85.0,0.149
Andy Jorman Polo Andrade,Peru,3939978,2,0.312,0.156,5.0,188.0,0.149
Yassine Bounou,Morocco,3869552,2,0.631,0.158,7.0,380.0,0.149
Hakim Ziyech,Morocco,3869486,2,0.261,0.13,3.0,158.0,0.149
Florian Grillitsch,Austria,3938641,3,0.223,0.074,15.0,135.0,0.149
Mathew Ryan,Australia,3869151,2,0.311,0.156,7.0,188.0,0.149
Jules Koundé,France,3930165,5,1.08,0.154,16.0,658.0,0.148
Milos Veljkovic,Serbia,3930170,4,0.62,0.155,30.0,376.0,0.148
Leroy Sané,Germany,3942226,1,0.076,0.076,1.0,46.0,0.148
Timothy Castagne,Belgium,3930164,5,0.96,0.16,17.0,582.0,0.148
Aurélien Djani Tchouaméni,France,3857279,8,1.505,0.125,79.0,912.0,0.148
Richie Laryea,Canada,3939978,1,0.107,0.107,2.0,65.0,0.148
Yordan Hernando Osorio Paredes,Venezuela,3939972,3,0.592,0.148,18.0,360.0,0.148
Michel Aebischer,Switzerland,3930159,6,0.935,0.156,21.0,570.0,0.148
Marcos Aoás Corrêa,Brazil,3869253,6,1.223,0.153,24.0,744.0,0.148
Rafael Alexandre Conceição Leão,Portugal,3930166,5,0.693,0.099,22.0,420.0,0.148
Przemysław Frankowski,Poland,3938641,5,0.909,0.152,12.0,552.0,0.148
Luis Alberto Suárez Díaz,Uruguay,3942852,1,0.049,0.049,4.0,30.0,0.148
Luka Sučić,Croatia,3930167,7,0.686,0.086,22.0,416.0,0.148
Aïssa Bilal Laïdouni,Tunisia,3857288,3,0.323,0.108,10.0,198.0,0.147
Grzegorz Krychowiak,Poland,3857297,2,0.287,0.144,2.0,176.0,0.147
Daniel Carvajal Ramos,Spain,3943043,6,1.028,0.147,12.0,630.0,0.147
Virgil van Dijk,Netherlands,3930180,5,0.768,0.154,10.0,470.0,0.147
Orel Mangala,Belgium,3941019,2,0.088,0.044,4.0,54.0,0.147
Bukayo Saka,England,3930163,3,0.366,0.122,11.0,225.0,0.146
José Diogo Dalot Teixeira,Portugal,3930166,5,0.693,0.099,22.0,427.0,0.146
Arthur Theate,Belgium,3938645,2,0.295,0.148,4.0,182.0,0.146
Marko Livaja,Croatia,3857296,1,0.102,0.102,2.0,63.0,0.146
Thomas Meunier,Belgium,3857296,8,1.394,0.139,37.0,860.0,0.146
Diego Nicolás De La Cruz Arcosa,Uruguay,3857293,2,0.11,0.055,4.0,68.0,0.146
Declan Rice,England,3857271,6,0.918,0.153,24.0,570.0,0.145
Bryan Mbeumo,Cameroon,3857290,2,0.258,0.129,2.0,160.0,0.145
Lucas Tolentino Coelho de Lima,Brazil,3857269,4,0.29,0.073,16.0,180.0,0.145
Marcus Rashford,England,3869354,1,0.024,0.024,1.0,15.0,0.145
Giorgi Chakvetadze,Georgia,3938639,9,1.044,0.116,30.0,648.0,0.145
Rasmus Winther Højlund,Denmark,3930162,4,0.775,0.129,10.0,480.0,0.145
Cristian Gonzalo Olivera Ibarra,Uruguay,3942852,1,0.082,0.082,2.0,51.0,0.145
Kasey Palmer,Jamaica,3939987,3,0.577,0.144,14.0,360.0,0.144
Ousmane Dembélé,France,3857275,3,0.154,0.039,6.0,96.0,0.144
Gideon Mensah,Ghana,3857299,2,0.275,0.138,16.0,172.0,0.144
Luis Fernando Haquín Lopez,Bolivia,3939989,4,0.595,0.149,10.0,372.0,0.144
Alphonso Davies,Canada,3939969,3,0.592,0.148,8.0,372.0,0.143
José María Giménez de Vargas,Uruguay,3939973,2,0.146,0.073,3.0,92.0,0.143
Nicola Zalewski,Poland,3938641,5,0.848,0.141,18.0,534.0,0.143
Guram Kashia,Georgia,3938639,6,0.917,0.153,22.0,576.0,0.143
Florin Constantin Niţă,Romania,3930175,6,0.878,0.146,12.0,552.0,0.143
Florian Wirtz,Germany,3930168,5,0.453,0.091,13.0,285.0,0.143
Marc Cucurella Saseta,Spain,3930160,4,0.572,0.143,5.0,360.0,0.143
Lorenzo Pellegrini,Italy,3930178,2,0.14,0.07,5.0,88.0,0.143
Martín Zubimendi Ibáñez,Spain,3930160,1,0.013,0.013,2.0,8.0,0.143
Diego Nicolás De La Cruz Arcosa,Uruguay,3939990,2,0.247,0.124,2.0,156.0,0.143
Ramin Rezaeian,Iran,3857278,2,0.312,0.156,3.0,198.0,0.142
Yeferson Julio Soteldo Martínez,Venezuela,3939972,4,0.639,0.128,15.0,405.0,0.142
Leandro Daniel Paredes,Argentina,3939969,3,0.474,0.119,12.0,300.0,0.142
Eden Hazard,Belgium,3857283,2,0.186,0.093,6.0,118.0,0.142
Cristian Gabriel Romero,Argentina,3939969,6,1.028,0.147,17.0,651.0,0.142
Lucas Hernández Pi,France,3857279,1,0.019,0.019,1.0,12.0,0.142
Ousmane Dembélé,France,3869152,4,0.474,0.119,13.0,300.0,0.142
Christian Nørgaard,Denmark,3857266,1,0.014,0.014,6.0,9.0,0.142
Mykola Matviyenko,Ukraine,3938640,7,1.017,0.145,42.0,644.0,0.142
Pervis Josué Estupiñán Tenorio,Ecuador,3857274,6,1.047,0.15,9.0,665.0,0.142
Silvan Widmer,Switzerland,3930169,2,0.261,0.131,2.0,166.0,0.142
Harry Wilson,Wales,3857261,1,0.025,0.025,1.0,16.0,0.141
Thomas Meunier,Belgium,3857268,2,0.151,0.075,3.0,96.0,0.141
Declan Rice,England,3869118,1,0.146,0.146,3.0,93.0,0.141
Óscar Esau Duarte Gaitán,Costa Rica,3857292,1,0.141,0.141,2.0,90.0,0.141
Hugo Lloris,France,3857279,6,1.044,0.149,12.0,665.0,0.141
Haji Wright,United States,3869117,1,0.043,0.043,3.0,28.0,0.14
Timi Elšnik,Slovenia,3930170,3,0.983,0.14,60.0,630.0,0.14
Jakub Moder,Poland,3938637,1,0.153,0.076,4.0,98.0,0.14
John Stones,England,3930171,6,1.011,0.144,31.0,651.0,0.14
Toni Kroos,Germany,3940983,5,0.879,0.146,22.0,564.0,0.14
Frederico Rodrigues Santos,Brazil,3857269,3,0.261,0.087,6.0,168.0,0.14
Kyle Walker,England,3930171,5,0.87,0.145,36.0,558.0,0.14
Marcos Javier Acuña,Argentina,3939969,6,0.957,0.137,18.0,616.0,0.14
Daniel Vivian Moreno,Spain,3942752,1,0.054,0.054,2.0,35.0,0.14
Kylian Mbappé Lottin,France,3857279,7,1.495,0.15,40.0,960.0,0.14
Kylian Mbappé Lottin,France,3857275,2,0.105,0.052,6.0,68.0,0.139
Eduardo Antonio Guerrero Lozcano,Panama,3939981,2,0.148,0.074,3.0,96.0,0.139
Darío Esteban Osorio Osorio,Chile,3939985,1,0.042,0.042,1.0,27.0,0.139
Lisandro Martínez,Argentina,3869321,3,0.508,0.169,5.0,330.0,0.139
Nahuel Molina Lucero,Argentina,3869519,3,0.389,0.13,7.0,252.0,0.139
Xavi Simons,Netherlands,3930180,3,0.274,0.091,6.0,177.0,0.139
Mathieu Choiniere,Canada,3943076,4,0.772,0.193,10.0,500.0,0.139
Akram Hassan Afif,Qatar,3857301,4,0.572,0.143,10.0,372.0,0.138
Richarlison de Andrade,Brazil,3869253,7,1.143,0.143,16.0,744.0,0.138
Mikel Oyarzabal Ugarte,Spain,3930179,3,0.272,0.091,10.0,177.0,0.138
Jan Vertonghen,Belgium,3857296,8,1.394,0.139,45.0,910.0,0.138
Tijjani Reijnders,Netherlands,3941021,6,1.102,0.138,37.0,720.0,0.138
Jerdy Schouten,Netherlands,3930173,4,0.553,0.111,14.0,360.0,0.138
Guillermo Varela Olivera,Uruguay,3857287,1,0.012,0.012,2.0,8.0,0.138
Matías Nicolás Viña Susperreguy,Uruguay,3943076,1,0.099,0.099,2.0,65.0,0.138
Žan Karničnik,Slovenia,3930170,3,0.996,0.142,42.0,651.0,0.138
Bruno Miguel Borges Fernandes,Portugal,3857298,6,0.872,0.145,15.0,570.0,0.138
Stanislav Lobotka,Slovakia,3941017,7,1.289,0.184,28.0,840.0,0.138
Enzo Fernandez,Argentina,3942228,1,0.116,0.116,2.0,76.0,0.138
Rasmus Nissen Kristensen,Denmark,3857257,2,0.209,0.07,21.0,138.0,0.137
Andreas Christensen,Denmark,3857254,2,0.285,0.143,6.0,188.0,0.137
Alexis Mac Allister,Argentina,3939969,4,0.555,0.139,9.0,364.0,0.137
Lukáš Provod,Czech Republic,3938642,6,0.842,0.12,17.0,553.0,0.137
Antony Matheus dos Santos,Brazil,3857280,5,0.703,0.117,24.0,462.0,0.137
Cristian Gonzalo Olivera Ibarra,Uruguay,3939990,3,0.382,0.096,9.0,252.0,0.137
Krépin Diatta,Senegal,3857301,4,0.382,0.096,10.0,252.0,0.137
Rodrigo Bentancur Colmán,Uruguay,3857270,2,0.297,0.149,9.0,196.0,0.137
Ernesto Alexis Vega Rojas,Mexico,3857260,5,0.51,0.073,12.0,336.0,0.137
Morten Hjulmand,Denmark,3930162,4,0.678,0.136,21.0,445.0,0.137
Jules Koundé,France,3869354,1,0.147,0.147,1.0,96.0,0.137
Cole Palmer,England,3930181,3,0.096,0.032,9.0,63.0,0.137
Jordan Pickford,England,3930171,4,0.562,0.14,12.0,368.0,0.137
Pape Gueye,Senegal,3857285,2,0.079,0.039,5.0,52.0,0.136
Anis Ben Slimane,Tunisia,3857254,7,0.798,0.1,15.0,528.0,0.136
José Diogo Dalot Teixeira,Portugal,3938644,8,1.372,0.137,28.0,910.0,0.136
Filip Kostić,Serbia,3857259,10,1.483,0.135,18.0,979.0,0.136
Hiroki Ito,Japan,3857295,3,0.37,0.074,16.0,245.0,0.136
Juan Pablo Vargas Campos,Costa Rica,3939992,2,0.272,0.136,2.0,182.0,0.135
Marc Guehi,England,3930163,4,0.533,0.133,8.0,356.0,0.135
Lionel Andrés Messi Cuccittini,Argentina,3857264,6,1.125,0.141,48.0,752.0,0.135
Ben Brereton Díaz,Chile,3939970,1,0.045,0.045,2.0,30.0,0.135
Álvaro Borja Morata Martín,Spain,3941018,4,0.593,0.099,21.0,396.0,0.135
Ariel Lassiter,Costa Rica,3939984,1,0.064,0.064,1.0,43.0,0.135
