match_id,team,total_sequences,total_passes,avg_passes_per_sequence,longest_sequence
267197,RC Deportivo La Coruña,88,279.0,3.17,14
267212,Barcelona,99,536.0,5.41,20
267212,Leganés,96,342.0,3.56,19
267220,Barcelona,107,775.0,7.24,26
267220,Atlético Madrid,78,326.0,4.18,21
267273,Barcelona,101,609.0,6.03,35
267273,Las Palmas,95,529.0,5.57,25
267274,Barcelona,101,758.0,7.5,37
267274,Valencia,102,325.0,3.19,15
267301,Barcelona,122,616.0,5.05,29
267301,Celta Vigo,114,314.0,2.75,15
267327,Barcelona,94,610.0,6.49,25
267327,Real Betis,101,362.0,3.58,21
267343,Barcelona,97,511.0,5.27,33
267343,Granada,101,277.0,2.74,18
267368,Barcelona,128,654.0,5.11,46
267368,Real Betis,111,374.0,3.37,15
267373,Barcelona,96,545.0,5.68,43
267373,Real Sociedad,100,489.0,4.89,42
267395,Barcelona,108,595.0,5.51,25
267395,Las Palmas,89,397.0,4.46,21
267400,Barcelona,85,691.0,8.13,40
267400,Almería,94,291.0,3.1,9
267422,Barcelona,116,697.0,6.01,42
267422,Málaga,102,259.0,2.54,13
267432,Barcelona,119,642.0,5.39,28
267432,Eibar,99,251.0,2.54,9
267464,Barcelona,114,528.0,4.63,32
267464,Atlético Madrid,89,318.0,3.57,14
267492,Barcelona,97,698.0,7.2,26
267492,RC Deportivo La Coruña,92,299.0,3.25,22
267499,Barcelona,100,620.0,6.2,34
267499,Almería,106,268.0,2.53,10
267502,Barcelona,141,634.0,4.5,28
267502,Athletic Club,137,473.0,3.45,18
267506,Barcelona,89,595.0,6.69,35
267506,Granada,92,316.0,3.43,22
267520,Barcelona,110,840.0,7.64,50
267520,Real Sociedad,94,344.0,3.66,16
267533,Barcelona,92,712.0,7.74,36
267533,Real Madrid,97,350.0,3.61,13
267561,Barcelona,115,533.0,4.63,37
267561,Rayo Vallecano,113,366.0,3.24,13
267567,Barcelona,141,572.0,4.06,16
267567,Athletic Club,111,433.0,3.9,19
267569,Barcelona,92,581.0,6.32,32
267569,Real Madrid,104,444.0,4.27,21
267576,Barcelona,85,719.0,8.46,38
267576,Atlético Madrid,80,308.0,3.85,21
267590,Barcelona,119,669.0,5.62,31
267590,Málaga,104,320.0,3.08,11
267596,Barcelona,106,780.0,7.36,30
267596,Leganés,97,328.0,3.38,20
267597,Barcelona,106,743.0,7.01,30
267597,Villarreal,98,340.0,3.47,18
267611,Barcelona,106,658.0,6.21,27
267611,Las Palmas,104,343.0,3.3,17
267660,Barcelona,118,747.0,6.33,40
267660,RC Deportivo La Coruña,103,314.0,3.05,11
267670,Barcelona,93,723.0,7.77,35
267670,Real Betis,83,278.0,3.35,17
267675,Barcelona,102,681.0,6.68,45
267675,Sevilla,120,412.0,3.43,14
303377,Barcelona,105,718.0,6.84,32
303377,Getafe,92,243.0,2.64,13
303400,Barcelona,82,877.0,10.7,86
303400,Valencia,90,325.0,3.61,17
303421,Barcelona,92,792.0,8.61,50
303421,Deportivo Alavés,91,376.0,4.13,34
303430,Barcelona,106,679.0,6.41,27
303430,Villarreal,96,515.0,5.36,30
303451,Barcelona,92,746.0,8.11,37
303451,Mallorca,116,397.0,3.42,16
303470,Barcelona,104,684.0,6.58,48
303470,Real Madrid,111,536.0,4.83,31
303473,Barcelona,80,591.0,7.39,33
303473,Sevilla,100,462.0,4.62,22
303479,Barcelona,101,564.0,5.58,26
303479,Real Sociedad,94,478.0,5.09,27
303487,Barcelona,85,705.0,8.29,46
303487,Celta Vigo,105,453.0,4.31,30
303493,Barcelona,106,828.0,7.81,49
303493,Athletic Club,92,303.0,3.29,22
303504,Barcelona,91,693.0,7.62,39
303504,Levante UD,102,388.0,3.8,14
303516,Barcelona,110,685.0,6.23,69
303516,Celta Vigo,84,335.0,3.99,33
303517,Barcelona,107,805.0,7.52,43
303517,Deportivo Alavés,97,358.0,3.69,18
303524,Barcelona,93,724.0,7.78,39
303524,Atlético Madrid,100,381.0,3.81,15
303532,Barcelona,102,899.0,8.81,43
303532,Leganés,86,306.0,3.56,37
303548,Barcelona,97,738.0,7.61,36
303548,Mallorca,91,419.0,4.6,21
303596,Real Madrid,106,576.0,5.43,25
303596,Barcelona,113,609.0,5.39,46
303600,Barcelona,92,671.0,7.29,39
303600,Real Valladolid,98,427.0,4.36,27
303610,Barcelona,88,1028.0,11.68,50
303610,Granada,85,237.0,2.79,12
303615,Barcelona,84,859.0,10.23,90
303615,Espanyol,81,295.0,3.64,18
303634,Barcelona,132,869.0,6.58,50
303634,Osasuna,86,236.0,2.74,13
303652,Barcelona,96,750.0,7.81,44
303652,Espanyol,84,334.0,3.98,33
303664,Real Sociedad,87,605.0,6.95,33
303664,Barcelona,89,541.0,6.08,48
303666,Barcelona,99,691.0,6.98,32
303666,Granada,88,250.0,2.84,13
303674,Barcelona,140,770.0,5.5,41
303674,Sevilla,103,437.0,4.24,20
303680,Barcelona,121,753.0,6.22,48
303680,Real Valladolid,91,420.0,4.62,26
303682,Barcelona,99,783.0,7.91,43
303682,Levante UD,119,384.0,3.23,18
303696,Barcelona,98,798.0,8.14,34
303696,Atlético Madrid,82,305.0,3.72,20
303700,Barcelona,98,623.0,6.36,23
303700,Eibar,105,481.0,4.58,20
303707,Barcelona,91,746.0,8.2,32
303707,Real Betis,72,308.0,4.28,16
303715,Barcelona,116,798.0,6.88,26
303715,Leganés,87,237.0,2.72,18
303725,Barcelona,91,855.0,9.4,47
303725,Villarreal,102,404.0,3.96,21
303731,Barcelona,124,746.0,6.02,36
303731,Eibar,81,328.0,4.05,16
2275026,Manchester City WFC,99,752.0,7.6,36
2275026,Bristol City WFC,111,279.0,2.51,11
2275027,Everton LFC,132,485.0,3.67,27
2275027,Brighton & Hove Albion WFC,122,353.0,2.89,12
2275028,Manchester City WFC,106,625.0,5.9,28
2275028,Birmingham City WFC,116,448.0,3.86,25
2275029,Liverpool WFC,121,349.0,2.88,12
2275029,Bristol City WFC,125,353.0,2.82,16
2275030,Tottenham Hotspur Women,128,416.0,3.25,14
2275030,Brighton & Hove Albion WFC,116,335.0,2.89,18
2275033,Tottenham Hotspur Women,137,505.0,3.69,26
2275033,Bristol City WFC,113,323.0,2.86,14
2275034,Tottenham Hotspur Women,111,523.0,4.71,30
2275034,Liverpool WFC,133,385.0,2.89,15
2275036,Reading WFC,140,424.0,3.03,24
2275036,Everton LFC,150,332.0,2.21,11
2275037,Arsenal WFC,107,633.0,5.92,27
2275037,Manchester City WFC,106,425.0,4.01,25
2275038,Reading WFC,118,459.0,3.89,34
2275038,West Ham United LFC,117,297.0,2.54,11
2275040,West Ham United LFC,120,459.0,3.83,23
2275040,Brighton & Hove Albion WFC,122,355.0,2.91,11
2275041,Everton LFC,126,563.0,4.47,37
2275041,Bristol City WFC,110,391.0,3.55,14
2275042,West Ham United LFC,106,491.0,4.63,23
2275042,Manchester City WFC,112,441.0,3.94,21
2275044,Arsenal WFC,134,646.0,4.82,32
2275044,Manchester City WFC,103,453.0,4.4,16
2275045,Chelsea FCW,144,544.0,3.78,18
2275045,Liverpool WFC,119,294.0,2.47,12
2275048,West Ham United LFC,115,399.0,3.47,13
2275048,Tottenham Hotspur Women,115,313.0,2.72,17
2275049,West Ham United LFC,117,388.0,3.32,14
2275049,Reading WFC,119,326.0,2.74,15
2275050,Reading WFC,159,516.0,3.25,13
2275050,Birmingham City WFC,160,384.0,2.4,11
2275051,Everton LFC,134,426.0,3.18,13
2275051,Brighton & Hove Albion WFC,133,348.0,2.62,13
2275052,Chelsea FCW,103,574.0,5.57,28
2275052,Brighton & Hove Albion WFC,107,275.0,2.57,9
2275054,Liverpool WFC,132,480.0,3.64,16
2275054,Brighton & Hove Albion WFC,120,296.0,2.47,15
2275056,Liverpool WFC,143,509.0,3.56,20
2275056,Everton LFC,131,409.0,3.12,20
2275057,West Ham United LFC,111,416.0,3.75,16
2275057,Chelsea FCW,116,411.0,3.54,16
2275061,Brighton & Hove Albion WFC,130,438.0,3.37,15
2275061,Bristol City WFC,143,370.0,2.59,18
2275062,Arsenal WFC,123,603.0,4.9,35
2275062,Liverpool WFC,108,333.0,3.08,16
2275063,Arsenal WFC,120,608.0,5.07,40
2275063,Chelsea FCW,114,419.0,3.68,18
2275065,Birmingham City WFC,121,509.0,4.21,24
2275065,Brighton & Hove Albion WFC,106,380.0,3.58,17
2275070,Liverpool WFC,118,547.0,4.64,23
2275070,Bristol City WFC,114,271.0,2.38,8
2275072,Chelsea FCW,123,583.0,4.74,20
2275072,Reading WFC,117,281.0,2.4,9
2275073,Everton LFC,136,533.0,3.92,17
2275073,Tottenham Hotspur Women,143,463.0,3.24,18
2275074,Chelsea FCW,123,642.0,5.22,23
2275074,Birmingham City WFC,105,423.0,4.03,18
2275075,Reading WFC,131,433.0,3.31,17
2275075,Tottenham Hotspur Women,126,352.0,2.79,13
2275077,West Ham United LFC,137,422.0,3.08,20
2275077,Tottenham Hotspur Women,120,335.0,2.79,17
2275078,Manchester City WFC,97,618.0,6.37,28
2275078,Everton LFC,96,506.0,5.27,21
2275079,Arsenal WFC,137,750.0,5.47,38
2275079,Liverpool WFC,104,315.0,3.03,11
2275080,Chelsea FCW,117,727.0,6.21,31
2275080,Bristol City WFC,107,263.0,2.46,10
2275082,Arsenal WFC,110,670.0,6.09,30
2275082,Tottenham Hotspur Women,98,319.0,3.26,18
2275083,Birmingham City WFC,121,515.0,4.26,21
2275083,Bristol City WFC,127,355.0,2.8,18
2275084,Chelsea FCW,134,485.0,3.62,17
2275084,West Ham United LFC,134,423.0,3.16,17
2275085,Manchester City WFC,133,633.0,4.76,21
2275085,Tottenham Hotspur Women,104,364.0,3.5,18
2275086,Arsenal WFC,139,563.0,4.05,20
2275086,Reading WFC,121,332.0,2.74,9
2275088,Birmingham City WFC,123,440.0,3.58,14
2275088,Bristol City WFC,142,352.0,2.48,12
2275089,Arsenal WFC,127,725.0,5.71,33
2275089,Birmingham City WFC,104,376.0,3.62,16
2275090,Arsenal WFC,124,526.0,4.24,20
2275090,Chelsea FCW,130,420.0,3.23,22
2275091,Tottenham Hotspur Women,114,475.0,4.17,20
2275091,Brighton & Hove Albion WFC,144,441.0,3.06,13
2275092,Manchester City WFC,116,615.0,5.3,33
2275092,Birmingham City WFC,104,441.0,4.24,25
2275093,Chelsea FCW,106,552.0,5.21,16
2275093,Birmingham City WFC,119,422.0,3.55,22
2275094,Birmingham City WFC,114,414.0,3.63,13
2275094,West Ham United LFC,130,398.0,3.06,19
2275096,Arsenal WFC,108,634.0,5.87,27
2275096,West Ham United LFC,103,361.0,3.5,17
2275097,Manchester City WFC,114,556.0,4.88,26
2275097,Brighton & Hove Albion WFC,128,401.0,3.13,14
2275098,Arsenal WFC,97,740.0,7.63,31
2275098,Brighton & Hove Albion WFC,112,383.0,3.42,10
2275099,Reading WFC,120,426.0,3.55,23
2275099,Liverpool WFC,126,404.0,3.21,13
2275102,Reading WFC,142,457.0,3.22,14
2275102,Brighton & Hove Albion WFC,120,324.0,2.7,18
2275103,West Ham United LFC,131,431.0,3.29,22
2275103,Liverpool WFC,115,369.0,3.21,11
2275104,Arsenal WFC,105,788.0,7.5,42
2275104,Bristol City WFC,100,270.0,2.7,9
2275105,Chelsea FCW,109,557.0,5.11,23
2275105,Manchester City WFC,106,456.0,4.3,14
2275106,Manchester City WFC,109,638.0,5.85,24
2275106,Bristol City WFC,98,437.0,4.46,18
2275107,Manchester City WFC,105,569.0,5.42,20
2275107,Reading WFC,113,449.0,3.97,19
2275108,Chelsea FCW,109,600.0,5.5,25
2275108,Bristol City WFC,102,335.0,3.28,27
2275109,Tottenham Hotspur Women,128,475.0,3.71,16
2275109,Birmingham City WFC,131,334.0,2.55,9
2275110,Birmingham City WFC,133,548.0,4.12,17
2275110,Liverpool WFC,126,337.0,2.67,10
2275113,West Ham United LFC,140,442.0,3.16,15
2275113,Brighton & Hove Albion WFC,131,383.0,2.92,13
2275116,Manchester City WFC,119,667.0,5.61,25
2275116,Liverpool WFC,103,411.0,3.99,17
2275117,Arsenal WFC,127,708.0,5.57,39
2275117,Everton LFC,126,409.0,3.25,16
2275120,Birmingham City WFC,127,527.0,4.15,24
2275120,Everton LFC,118,302.0,2.56,19
2275121,Arsenal WFC,111,918.0,8.27,44
2275121,Brighton & Hove Albion WFC,100,332.0,3.32,11
2275122,Reading WFC,126,629.0,4.99,23
2275122,Bristol City WFC,116,284.0,2.45,10
2275126,Tottenham Hotspur Women,123,413.0,3.36,19
2275126,Everton LFC,130,425.0,3.27,16
2275127,Reading WFC,127,377.0,2.97,11
2275127,Everton LFC,136,316.0,2.32,7
2275130,Chelsea FCW,126,530.0,4.21,15
2275130,Manchester City WFC,112,439.0,3.92,20
2275131,Manchester City WFC,133,613.0,4.61,26
2275131,Everton LFC,153,433.0,2.83,15
2275132,Chelsea FCW,105,569.0,5.42,25
2275132,Tottenham Hotspur Women,90,346.0,3.84,18
2275133,West Ham United LFC,126,482.0,3.83,28
2275133,Liverpool WFC,127,395.0,3.11,25
2275136,Manchester City WFC,98,598.0,6.1,30
2275136,Manchester United,104,383.0,3.68,19
2275137,Manchester United,116,549.0,4.73,21
2275137,Tottenham Hotspur Women,109,287.0,2.63,12
2275138,Manchester United,120,478.0,3.98,19
2275138,Liverpool WFC,115,348.0,3.03,12
2275139,Tottenham Hotspur Women,129,354.0,2.74,10
2275139,Manchester United,121,313.0,2.59,14
2275140,Manchester United,113,570.0,5.04,20
2275140,Brighton & Hove Albion WFC,119,382.0,3.21,17
2275142,Manchester United,129,644.0,4.99,19
2275142,Bristol City WFC,103,237.0,2.3,20
2275144,Everton LFC,155,432.0,2.79,12
2275144,Manchester United,147,375.0,2.55,15
2275146,Manchester United,128,507.0,3.96,17
2275146,Everton LFC,122,434.0,3.56,19
2275150,Manchester United,106,360.0,3.4,19
2275150,West Ham United LFC,100,296.0,2.96,11
2275151,Manchester United,138,517.0,3.75,17
2275151,Brighton & Hove Albion WFC,139,455.0,3.27,19
2275153,Reading WFC,130,430.0,3.31,15
2275153,Manchester United,132,326.0,2.47,14
2275154,Chelsea FCW,122,451.0,3.7,18
2275154,Manchester United,115,401.0,3.49,17
2275156,Arsenal WFC,120,664.0,5.53,29
2275156,Manchester United,103,348.0,3.38,15
2275157,Reading WFC,125,396.0,3.17,12
2275157,Manchester United,119,283.0,2.38,10
2302764,AC Milan,170,684.0,4.02,19
2302764,Liverpool,162,611.0,3.77,26
3749052,Arsenal,135,590.0,4.37,29
3749052,Wolverhampton Wanderers,136,364.0,2.68,13
3749068,Arsenal,100,451.0,4.51,22
3749068,Tottenham Hotspur,126,428.0,3.4,19
3749079,Arsenal,128,510.0,3.98,19
3749079,Chelsea,124,479.0,3.86,28
3749108,Arsenal,137,529.0,3.86,23
3749108,Aston Villa,127,375.0,2.95,15
3749117,Arsenal,127,459.0,3.61,22
3749117,Everton,131,428.0,3.27,14
3749133,Arsenal,127,510.0,4.02,27
3749133,Aston Villa,150,439.0,2.93,17
3749153,Arsenal,114,577.0,5.06,20
3749153,Middlesbrough,126,368.0,2.92,9
3749192,Arsenal,132,632.0,4.79,23
3749192,Fulham,124,401.0,3.23,18
3749196,Arsenal,148,470.0,3.18,17
3749196,Tottenham Hotspur,114,293.0,2.57,12
3749233,Arsenal,140,582.0,4.16,21
3749233,Manchester City,113,387.0,3.42,14
3749246,Manchester United,128,465.0,3.63,24
3749246,Arsenal,130,364.0,2.8,15
3749253,Arsenal,111,461.0,4.15,22
3749253,Liverpool,144,490.0,3.4,20
3749257,Arsenal,99,648.0,6.55,26
3749257,Leicester City,112,341.0,3.04,23
3749274,Arsenal,135,692.0,5.13,24
3749274,Portsmouth,117,295.0,2.52,10
3749276,Chelsea,134,484.0,3.61,21
3749276,Arsenal,120,422.0,3.52,45
3749278,Arsenal,132,444.0,3.36,20
3749278,Bolton Wanderers,137,397.0,2.9,14
3749296,Arsenal,127,511.0,4.02,13
3749296,Portsmouth,117,345.0,2.95,18
3749310,Arsenal,136,554.0,4.07,25
3749310,Southampton,138,400.0,2.9,13
3749346,Leeds United,132,515.0,3.9,17
3749346,Arsenal,120,444.0,3.7,21
3749358,Arsenal,124,642.0,5.18,27
3749358,Middlesbrough,125,498.0,3.98,16
3749360,Arsenal,139,531.0,3.82,17
3749360,Blackburn Rovers,156,537.0,3.44,17
3749403,Arsenal,128,574.0,4.48,19
3749403,Bolton Wanderers,127,352.0,2.77,13
3749431,Arsenal,129,509.0,3.95,16
3749431,Newcastle United,131,398.0,3.04,14
3749434,Arsenal,119,466.0,3.92,19
3749434,Birmingham City,132,506.0,3.83,18
3749448,Arsenal,108,516.0,4.78,36
3749448,Liverpool,116,381.0,3.28,16
3749453,Arsenal,115,531.0,4.62,28
3749453,Leeds United,124,453.0,3.65,17
3749454,Arsenal,145,554.0,3.82,17
3749454,Manchester City,145,450.0,3.1,19
3749462,Arsenal,104,669.0,6.43,23
3749462,Birmingham City,112,416.0,3.71,18
3749465,Arsenal,118,609.0,5.16,29
3749465,Blackburn Rovers,138,477.0,3.46,17
3749493,Arsenal,113,422.0,3.73,19
3749493,Everton,115,381.0,3.31,15
3749522,Arsenal,119,642.0,5.39,27
3749522,Wolverhampton Wanderers,109,366.0,3.36,12
3749526,Arsenal,135,541.0,4.01,15
3749526,Charlton Athletic,127,421.0,3.31,14
3749528,Arsenal,128,481.0,3.76,19
3749528,Newcastle United,128,446.0,3.48,19
3749552,Manchester United,129,519.0,4.02,15
3749552,Arsenal,126,490.0,3.89,19
3749590,Arsenal,111,551.0,4.96,25
3749590,Leicester City,123,355.0,2.89,13
3749603,Arsenal,147,498.0,3.39,15
3749603,Fulham,147,491.0,3.34,14
3749631,Arsenal,140,556.0,3.97,18
3749631,Southampton,142,354.0,2.49,11
3749642,Arsenal,133,620.0,4.66,22
3749642,Charlton Athletic,124,419.0,3.38,21
3750180,Germany,122,497.0,4.07,21
3750180,German DR,94,311.0,3.31,17
3750191,Argentina,96,368.0,3.83,13
3750191,England,100,353.0,3.53,12
3750200,AC Milan,120,452.0,3.77,14
3750200,Liverpool,126,405.0,3.21,12
3750201,Barcelona,99,518.0,5.23,31
3750201,Manchester United,119,485.0,4.08,18
3750234,NY Cosmos,117,490.0,4.19,18
3750234,Seattle Sounders,109,361.0,3.31,11
3750235,Ajax,130,471.0,3.62,14
3750235,Inter Milan,130,344.0,2.65,13
3750240,Manchester United,118,682.0,5.78,30
3750240,Fiorentina,102,353.0,3.46,17
3750244,Bayern Munich,104,499.0,4.8,23
3750244,Napoli,102,305.0,2.99,8
3750245,Juventus,164,634.0,3.87,20
3750245,Napoli,162,502.0,3.1,13
3750248,Barcelona,130,438.0,3.37,15
3750248,Athletic Club,100,230.0,2.3,10
3752619,AS Monaco,133,511.0,3.84,16
3752619,FC Porto,138,427.0,3.09,17
3753972,AFC Bournemouth,108,577.0,5.34,32
3753972,Swansea City,106,455.0,4.29,23
3753973,Chelsea,128,586.0,4.58,21
3753973,West Ham United,104,377.0,3.63,15
3753974,Everton,98,581.0,5.93,29
3753974,Newcastle United,94,395.0,4.2,22
3753975,AFC Bournemouth,108,580.0,5.37,25
3753975,Sunderland,106,429.0,4.05,20
3753976,Arsenal,112,667.0,5.96,33
3753976,Swansea City,102,406.0,3.98,17
3753977,Stoke City,121,473.0,3.91,22
3753977,Watford,146,518.0,3.55,20
3753978,Swansea City,113,591.0,5.23,27
3753978,Southampton,119,454.0,3.82,23
3753979,Crystal Palace,121,535.0,4.42,17
3753979,Sunderland,119,301.0,2.53,11
3753980,Everton,113,565.0,5.0,22
3753980,Arsenal,108,490.0,4.54,46
3753981,Aston Villa,128,512.0,4.0,29
3753981,Crystal Palace,120,463.0,3.86,24
3753982,Southampton,129,504.0,3.91,24
3753982,Leicester City,114,400.0,3.51,23
3753983,Swansea City,87,590.0,6.78,38
3753983,Arsenal,105,502.0,4.78,41
3753984,Liverpool,109,616.0,5.65,32
3753984,West Ham United,119,354.0,2.97,17
3753985,Liverpool,107,524.0,4.9,24
3753985,Stoke City,117,474.0,4.05,27
3753986,Liverpool,112,529.0,4.72,19
3753986,Stoke City,97,458.0,4.72,22
3753987,Tottenham Hotspur,103,569.0,5.52,26
3753987,Leicester City,102,314.0,3.08,13
3753988,Swansea City,116,531.0,4.58,18
3753988,AFC Bournemouth,115,414.0,3.6,28
3753989,Everton,111,623.0,5.61,43
3753989,Sunderland,101,388.0,3.84,17
3753990,Arsenal,111,700.0,6.31,30
3753990,Sunderland,114,313.0,2.75,15
3753991,Manchester City,121,506.0,4.18,38
3753991,Liverpool,121,504.0,4.17,21
3753992,Tottenham Hotspur,112,649.0,5.79,30
3753992,Southampton,102,313.0,3.07,15
3753993,Norwich City,127,574.0,4.52,34
3753993,Sunderland,117,435.0,3.72,15
3753994,Crystal Palace,103,448.0,4.35,18
3753994,Southampton,108,456.0,4.22,17
3753995,Chelsea,114,592.0,5.19,23
3753995,Southampton,119,403.0,3.39,19
3753996,Chelsea,105,658.0,6.27,43
3753996,Norwich City,101,374.0,3.7,27
3753997,West Ham United,120,687.0,5.73,49
3753997,Aston Villa,103,341.0,3.31,17
3753998,Southampton,120,453.0,3.78,20
3753998,West Ham United,118,433.0,3.67,23
3753999,Arsenal,106,680.0,6.42,37
3753999,Watford,100,342.0,3.42,15
3754000,Southampton,138,605.0,4.38,31
3754000,Sunderland,105,369.0,3.51,14
3754001,Chelsea,117,585.0,5.0,52
3754001,Newcastle United,109,321.0,2.94,19
3754002,Newcastle United,107,493.0,4.61,24
3754002,Leicester City,129,504.0,3.91,25
3754003,Manchester United,104,612.0,5.88,36
3754003,Liverpool,106,465.0,4.39,26
3754004,Norwich City,108,478.0,4.43,21
3754004,AFC Bournemouth,128,412.0,3.22,16
3754005,Stoke City,118,497.0,4.21,30
3754005,Newcastle United,111,419.0,3.77,17
3754006,Leicester City,113,429.0,3.8,20
3754006,West Bromwich Albion,116,394.0,3.4,24
3754007,Stoke City,93,482.0,5.18,24
3754007,West Bromwich Albion,121,522.0,4.31,30
3754008,Manchester United,108,658.0,6.09,22
3754008,Sunderland,98,322.0,3.29,17
3754009,Arsenal,105,778.0,7.41,43
3754009,Crystal Palace,95,316.0,3.33,15
3754010,Newcastle United,124,576.0,4.65,22
3754010,Watford,122,411.0,3.37,23
3754011,Manchester United,100,618.0,6.18,45
3754011,Southampton,110,431.0,3.92,17
3754012,Chelsea,105,692.0,6.59,49
3754012,Southampton,96,380.0,3.96,18
3754013,Chelsea,144,617.0,4.28,23
3754013,Leicester City,108,322.0,2.98,10
3754014,Manchester United,122,504.0,4.13,21
3754014,Stoke City,112,353.0,3.15,20
3754015,Manchester United,109,604.0,5.54,25
3754015,Manchester City,113,424.0,3.75,21
3754016,Newcastle United,105,472.0,4.5,25
3754016,Southampton,128,486.0,3.8,23
3754017,Swansea City,131,462.0,3.53,18
3754017,Aston Villa,130,443.0,3.41,15
3754018,Liverpool,110,574.0,5.22,20
3754018,Swansea City,102,516.0,5.06,28
3754019,Manchester United,98,661.0,6.74,29
3754019,Chelsea,107,347.0,3.24,19
3754020,Liverpool,108,518.0,4.8,24
3754020,AFC Bournemouth,128,425.0,3.32,16
3754021,West Ham United,103,461.0,4.48,23
3754021,AFC Bournemouth,119,466.0,3.92,13
3754022,Crystal Palace,121,368.0,3.04,14
3754022,Norwich City,122,340.0,2.79,19
3754023,AFC Bournemouth,138,511.0,3.7,17
3754023,Leicester City,116,400.0,3.45,22
3754024,Swansea City,128,611.0,4.77,29
3754024,Newcastle United,116,347.0,2.99,12
3754025,Chelsea,101,629.0,6.23,33
3754025,Sunderland,125,340.0,2.72,18
3754026,Crystal Palace,115,447.0,3.89,42
3754026,Stoke City,110,327.0,2.97,13
3754027,Tottenham Hotspur,115,663.0,5.77,24
3754027,Sunderland,109,350.0,3.21,16
3754028,Southampton,107,513.0,4.79,24
3754028,Manchester City,105,436.0,4.15,28
3754029,Tottenham Hotspur,116,573.0,4.94,23
3754029,Aston Villa,122,368.0,3.02,15
3754030,Everton,121,518.0,4.28,24
3754030,Watford,113,370.0,3.27,21
3754031,Manchester United,115,563.0,4.9,24
3754031,Sunderland,118,294.0,2.49,12
3754032,Stoke City,87,667.0,7.67,51
3754032,Norwich City,106,405.0,3.82,22
3754033,Everton,96,551.0,5.74,30
3754033,Leicester City,103,384.0,3.73,18
3754034,Southampton,104,530.0,5.1,21
3754034,Everton,109,444.0,4.07,45
3754035,Manchester City,92,583.0,6.34,33
3754035,West Bromwich Albion,101,354.0,3.5,17
3754036,Aston Villa,125,518.0,4.14,21
3754036,Sunderland,125,441.0,3.53,18
3754037,Everton,106,621.0,5.86,28
3754037,AFC Bournemouth,109,505.0,4.63,25
3754038,Arsenal,109,680.0,6.24,39
3754038,Norwich City,97,427.0,4.4,24
3754039,Crystal Palace,128,464.0,3.63,19
3754039,Watford,120,376.0,3.13,18
3754040,Liverpool,119,615.0,5.17,32
3754040,Norwich City,118,451.0,3.82,17
3754041,Arsenal,85,625.0,7.35,44
3754041,Aston Villa,107,445.0,4.16,38
3754042,Liverpool,97,629.0,6.48,33
3754042,West Bromwich Albion,111,328.0,2.95,11
3754043,Tottenham Hotspur,100,641.0,6.41,37
3754043,AFC Bournemouth,119,418.0,3.51,11
3754044,Manchester United,121,696.0,5.75,26
3754044,Norwich City,94,320.0,3.4,20
3754045,Manchester City,118,548.0,4.64,29
3754045,Leicester City,104,357.0,3.43,14
3754046,Everton,112,614.0,5.48,23
3754046,Crystal Palace,107,369.0,3.45,16
3754047,Liverpool,110,591.0,5.37,34
3754047,Swansea City,103,491.0,4.77,24
3754048,Crystal Palace,116,584.0,5.03,29
3754048,Everton,106,441.0,4.16,25
3754049,Leicester City,111,504.0,4.54,22
3754049,Norwich City,124,413.0,3.33,16
3754050,Sunderland,118,484.0,4.1,17
3754050,Crystal Palace,126,329.0,2.61,14
3754051,Liverpool,130,570.0,4.38,29
3754051,Watford,135,322.0,2.39,9
3754052,Norwich City,122,422.0,3.46,17
3754052,West Bromwich Albion,124,399.0,3.22,15
3754053,Tottenham Hotspur,112,628.0,5.61,30
3754053,Aston Villa,119,380.0,3.19,13
3754054,Manchester City,102,654.0,6.41,26
3754054,Sunderland,95,339.0,3.57,17
3754055,Liverpool,125,595.0,4.76,21
3754055,Chelsea,106,476.0,4.49,26
3754056,Everton,110,556.0,5.05,44
3754056,Stoke City,102,512.0,5.02,25
3754057,Tottenham Hotspur,118,564.0,4.78,34
3754057,Norwich City,116,417.0,3.59,14
3754058,Leicester City,118,537.0,4.55,21
3754058,AFC Bournemouth,114,465.0,4.08,17
3754059,Chelsea,100,523.0,5.23,25
3754059,West Bromwich Albion,114,411.0,3.61,16
3754060,Liverpool,106,417.0,3.93,13
3754060,Everton,125,456.0,3.65,22
3754061,Stoke City,121,518.0,4.28,22
3754061,Chelsea,120,492.0,4.1,25
3754062,Chelsea,99,550.0,5.56,35
3754062,West Bromwich Albion,116,369.0,3.18,15
3754063,Watford,112,659.0,5.88,24
3754063,Aston Villa,104,361.0,3.47,23
3754064,Liverpool,111,516.0,4.65,34
3754064,Southampton,121,500.0,4.13,34
3754065,Tottenham Hotspur,131,548.0,4.18,21
3754065,Leicester City,118,317.0,2.69,12
3754066,Chelsea,94,468.0,4.98,27
3754066,Manchester City,94,465.0,4.95,46
3754067,West Ham United,105,550.0,5.24,24
3754067,Crystal Palace,100,375.0,3.75,28
3754068,Aston Villa,115,496.0,4.31,27
3754068,West Bromwich Albion,106,349.0,3.29,19
3754069,Newcastle United,94,492.0,5.23,28
3754069,Arsenal,112,522.0,4.66,19
3754070,Newcastle United,108,535.0,4.95,26
3754070,Aston Villa,109,468.0,4.29,38
3754071,Swansea City,90,484.0,5.38,31
3754071,Sunderland,89,471.0,5.29,33
3754072,Watford,122,508.0,4.16,23
